Plate_ID,Steel_Type,Steel_Plate_Thickness,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Edges_Index,Square_Index,Orientation_Index,Luminosity_Index,Length_of_Conveyer,Needs_Manual_Review
894,A300,60,34,10,6,3553,91,119,0.8617,0.75,-0.25,-0.1836,1692,0
895,A300,60,46,8,8,5226,97,133,0.4556,0.875,-0.125,-0.1124,1690,0
896,A300,60,38,12,10,4409,104,132,0.6698,0.8889,0.1111,-0.0935,1690,0
897,A300,60,35,9,9,4108,102,132,0.4468,0.875,0.125,-0.083,1692,0
898,A300,60,66,14,9,6760,84,127,0.8793,0.75,-0.25,-0.1998,1690,0
899,A300,60,39,9,7,4442,101,134,0.6686,1.0,0.0,-0.1102,1690,0
900,A300,60,38,11,8,4304,96,125,0.4402,0.8889,-0.1111,-0.1151,1690,0
901,A300,60,32,9,8,3094,85,110,0.0853,0.875,0.125,-0.2446,1688,0
902,A300,60,67,12,10,7367,87,134,0.8852,0.9,-0.1,-0.141,1690,0
903,A300,60,64,11,10,7736,103,145,0.2237,1.0,0.0,-0.0557,1690,0
904,A300,60,115,19,14,10923,71,118,0.1429,1.0,0.0,-0.258,1694,0
905,A300,60,134,20,13,13696,67,127,0.9031,0.8667,-0.1333,-0.2015,1692,0
906,A300,60,69,12,11,6235,77,109,0.0591,0.8182,0.1818,-0.294,1692,0
907,A300,60,101,12,14,11300,95,135,0.1572,0.6429,0.3571,-0.1259,1692,0
908,A300,60,617,53,43,65563,70,135,0.5936,0.8824,0.1177,-0.1698,1688,0
909,A300,60,93,14,11,9363,75,119,0.8331,0.8461,-0.1539,-0.2135,1690,0
910,A300,60,68,10,10,6567,83,109,0.0627,1.0,0.0,-0.2455,1690,0
911,A300,60,67,13,10,6947,84,119,0.845,0.9,0.1,-0.19,1690,0
912,A300,60,166,23,31,18674,91,132,0.6584,0.3,0.7,-0.1211,1692,0
913,A300,60,75,13,10,8457,93,135,0.6631,1.0,0.0,-0.1191,1692,0
914,A300,60,82,14,11,9124,93,127,0.4085,0.9091,0.0909,-0.1307,1694,0
915,A300,60,81,15,10,8996,91,133,0.3806,0.7692,-0.2308,-0.1323,1692,0
916,A300,60,55,11,8,6241,97,133,0.6052,0.8889,-0.1111,-0.1135,1692,0
917,A300,60,208,23,21,17619,61,109,0.0783,0.7,0.3,-0.3382,1686,0
918,A300,60,148,25,23,16061,91,127,0.6311,0.5454,0.4545,-0.1522,1686,0
919,A300,60,126,15,18,12598,84,124,0.3389,0.5,0.5,-0.2189,1688,0
920,A300,60,162,21,23,17124,85,124,0.8805,0.5909,0.4091,-0.1742,1690,0
921,A300,60,100,15,12,11247,85,132,0.7033,1.0,0.0,-0.1213,1692,0
922,A300,60,329,26,23,33217,58,127,0.7917,0.9565,-0.0435,-0.2112,1690,0
923,A300,60,52,11,12,5249,86,118,0.9196,0.5,0.5,-0.2114,1692,0
924,A300,60,138,17,16,15501,91,135,0.4355,0.8,0.2,-0.1225,1690,0
925,A300,60,87,15,12,8047,82,109,0.0638,0.8333,0.1667,-0.2774,1692,0
926,A300,60,87,16,11,9527,84,132,0.2518,0.9091,0.0909,-0.1445,1692,0
927,A300,60,56,10,12,6459,104,132,0.1385,0.5833,0.4167,-0.0989,1690,0
928,A300,60,659,50,34,61890,49,132,0.0758,0.8485,0.1515,-0.2663,1688,0
929,A300,60,66,14,10,7537,101,131,0.1532,0.9091,-0.0909,-0.1078,1684,0
930,A300,60,184,20,18,19728,77,133,0.1232,0.8889,0.1111,-0.1624,1688,0
931,A300,60,662,55,33,61753,44,126,0.0615,0.8056,-0.1944,-0.2712,1690,0
932,A300,60,184,23,21,20124,82,127,0.7385,0.7143,0.2857,-0.1455,1690,0
933,A300,60,70,9,11,7964,94,133,0.6386,0.7273,0.2727,-0.1112,1688,0
934,A300,60,107,15,12,10416,65,119,0.8639,0.9231,-0.0769,-0.2395,1690,0
935,A300,60,84,17,8,9571,99,133,0.6402,0.5333,-0.4667,-0.1098,1690,0
936,A300,60,126,22,21,13355,90,119,0.1396,0.4762,0.5238,-0.1719,1690,0
937,A300,60,90,12,15,10036,93,135,0.734,0.5333,0.4667,-0.1288,1692,0
938,A300,60,144,16,17,15517,84,134,0.706,0.7059,0.2941,-0.1582,1694,0
939,A300,60,67,13,15,6652,86,111,0.1765,0.5714,0.4286,-0.2244,1688,0
940,A300,60,94,13,14,8943,78,109,0.0284,0.6429,0.3571,-0.2567,1690,0
941,A300,60,163,18,19,18196,93,133,0.1837,0.6842,0.3158,-0.1279,1688,0
942,A300,60,204,30,17,22388,95,124,0.7811,0.52,-0.48,-0.1426,1690,0
943,A300,60,78,10,14,7387,79,110,0.0355,0.5714,0.4286,-0.2601,1692,0
944,A300,60,62,11,9,6294,80,118,0.9443,0.9,-0.1,-0.2069,1688,0
945,A300,60,110,15,11,11881,83,133,0.3314,0.9167,-0.0833,-0.1562,1690,0
946,A300,60,65,14,10,7394,103,127,0.5065,0.8333,-0.1667,-0.1113,1690,0
947,A300,60,58,11,9,6412,97,124,0.4326,1.0,0.0,-0.1363,1692,0
948,A300,60,68,11,10,7579,94,132,0.519,0.9,0.1,-0.1293,1688,0
949,A300,70,822,88,63,70737,71,101,0.013,0.9048,0.0952,-0.3277,1692,0
950,A300,70,68,10,10,3507,21,82,0.0036,0.9,0.1,-0.5971,1692,0
951,A300,70,59,14,12,4717,72,93,0.0095,0.8333,0.1667,-0.3754,1692,0
952,A300,70,71,11,12,3944,22,86,0.0036,0.75,0.25,-0.566,1690,0
953,A300,70,1130,102,101,99671,77,103,0.0319,0.2581,0.7419,-0.3109,1692,0
954,A300,70,1125,83,92,100842,76,111,0.0426,0.2528,0.7473,-0.2997,1692,0
955,A300,70,66,16,11,6385,88,109,0.0532,0.8182,0.1818,-0.2442,1692,0
956,A300,70,69,12,10,7774,95,132,0.805,0.9,0.1,-0.1198,1682,0
957,A300,70,255,25,26,23784,77,109,0.1116,0.5769,0.4231,-0.2713,1684,0
958,A300,70,78,13,8,8757,87,132,0.8566,0.7273,-0.2727,-0.1229,1688,0
959,A300,70,54,10,8,6028,90,127,0.8982,0.8889,-0.1111,-0.1279,1690,0
960,A300,70,74,11,10,8375,95,134,0.2227,1.0,0.0,-0.1158,1688,0
961,A300,70,250,20,20,25833,77,124,0.4007,0.8,0.2,-0.1927,1692,0
962,A300,70,51,10,8,5716,102,125,0.1688,1.0,0.0,-0.1244,1694,0
963,A300,70,86,11,10,8851,90,117,0.9585,0.9091,-0.0909,-0.196,1688,0
964,A300,70,55,10,8,6860,111,142,0.4686,1.0,0.0,-0.0256,1690,0
965,A300,70,110,13,14,12127,92,132,0.6026,0.7143,0.2857,-0.1387,1686,0
966,A300,70,375,32,23,34485,48,132,0.305,0.9565,0.0435,-0.2816,1364,0
967,A300,70,67,11,11,7550,99,125,0.368,0.8182,0.1818,-0.1196,1364,0
968,A400,40,126,15,18,14330,104,133,0.9764,0.6111,0.3889,-0.1115,1354,0
969,A400,40,76,13,21,9498,118,135,0.028,0.2381,0.7619,-0.0236,1358,0
970,A400,40,880,109,61,103662,101,134,0.2813,0.2892,-0.7108,-0.0797,1358,0
971,A400,40,52,9,9,5816,101,126,0.6333,0.8889,0.1111,-0.1262,1358,0
972,A400,40,112,21,28,13196,110,132,0.031,0.2143,0.7857,-0.0795,1356,0
973,A400,40,59,11,10,7052,107,134,0.0841,0.7,0.3,-0.0662,1356,0
974,A400,40,84,14,14,9767,105,132,0.3024,0.6429,0.3571,-0.0916,1356,0
975,A400,40,55,11,14,6074,102,124,0.0325,0.3571,0.6429,-0.1372,1354,0
976,A400,40,68,14,14,7747,105,127,0.712,0.5714,0.4286,-0.1099,1354,0
977,A400,40,78,12,16,9381,110,132,0.0414,0.4375,0.5625,-0.0604,1352,0
978,A400,40,122,16,29,14032,107,127,0.0251,0.2069,0.7931,-0.1014,1352,0
979,A400,40,67,13,11,8107,112,134,0.76,0.8182,0.1818,-0.0547,1350,0
980,A400,40,56,14,8,5857,87,124,0.9377,0.8889,-0.1111,-0.1829,1380,0
981,A400,40,101,15,15,11431,99,125,0.8619,0.6667,0.3333,-0.1158,1376,0
982,A400,40,67,12,11,7881,106,132,0.4622,0.8182,0.1818,-0.081,1376,0
983,A400,40,77,15,14,8558,104,119,0.0415,0.7143,0.2857,-0.1317,1350,0
984,A400,40,89,14,12,10504,108,127,0.679,0.9167,0.0833,-0.078,1352,0
985,A400,40,52,20,8,6999,130,141,0.7204,0.8,-0.2,0.0515,1352,0
986,A300,69,105,37,20,13505,100,148,0.2982,0.7727,-0.2273,0.0048,1368,0
987,A300,69,54,12,7,7555,123,159,0.6973,0.7,-0.3,0.093,1652,0
988,A300,69,193,25,30,18218,78,111,0.075,0.3333,0.6667,-0.2625,1654,0
989,A300,69,223,24,23,21349,63,124,0.8111,0.6522,0.3478,-0.2521,1652,0
990,A300,69,86,16,14,9848,100,133,0.431,0.6429,0.3571,-0.1054,1652,0
991,A300,69,110,20,24,12413,100,127,0.4327,0.3333,0.6667,-0.1184,1650,0
992,A300,69,81,16,13,9137,98,127,0.0693,0.7692,0.2308,-0.1187,1646,0
993,A300,69,116,18,10,12530,88,134,0.8667,0.5294,-0.4706,-0.1561,1650,0
994,A300,69,110,34,16,14087,113,140,0.3321,0.6111,-0.3889,0.0005,1650,0
995,A300,69,89,32,14,11922,123,150,0.2461,0.4737,-0.5263,0.0465,1650,0
996,A300,69,51,14,11,6525,120,141,0.3539,0.5385,-0.4615,-0.0005,1650,0
997,A300,69,76,24,7,10286,120,151,0.177,0.2174,-0.7826,0.0574,1650,0
998,A300,150,51,10,9,5779,92,134,0.3609,0.8889,0.1111,-0.1147,1690,0
999,A300,100,252,20,25,28061,92,135,0.7215,0.6,0.4,-0.1301,1652,0
1000,A300,100,102,24,15,13464,118,149,0.457,0.8571,0.1429,0.0313,1650,0
1001,A300,100,979,126,108,118187,106,141,0.2482,0.4783,0.5217,-0.0569,1660,0
1002,A300,100,52,10,8,4695,74,103,0.9795,0.8889,-0.1111,-0.2946,1662,0
1003,A300,100,290,28,22,26213,43,124,0.7871,0.9091,-0.0909,-0.2938,1710,0
1004,A300,100,56,10,9,5966,90,124,0.6316,0.8889,-0.1111,-0.1677,1710,0
1005,A300,100,56,19,11,7390,120,143,0.8818,0.6,-0.4,0.031,1658,0
1006,A300,100,226,23,44,24834,93,126,0.3004,0.2045,0.7954,-0.1415,1358,0
1007,A300,100,187,32,28,20916,101,126,0.0486,0.6923,0.3077,-0.1262,1358,0
1008,A300,100,171,23,28,17836,92,124,0.8191,0.3571,0.6429,-0.1851,1360,0
1009,A300,100,383,37,33,41476,97,125,0.1426,0.5454,0.4545,-0.154,1360,0
1010,A300,100,120,17,13,12847,83,132,0.1103,1.0,0.0,-0.1636,1360,0
1011,A300,100,425,28,26,37025,48,124,0.969,0.8077,0.1923,-0.3194,1356,0
1012,A300,100,111,14,12,11868,93,124,0.2441,1.0,0.0,-0.1647,1352,0
1013,A300,100,96,21,18,11447,108,134,0.0676,0.5294,0.4706,-0.0684,1362,0
1014,A300,100,133,14,14,14163,84,126,0.6289,0.8571,0.1429,-0.1681,1358,0
1015,A300,100,63,12,10,6884,89,126,0.472,0.9,0.1,-0.1463,1356,0
1016,A300,120,69,11,11,6811,78,116,0.9706,0.7273,0.2727,-0.2288,1362,0
1017,A300,100,165,16,15,16601,70,124,0.6777,0.9333,0.0667,-0.214,1632,0
1018,A300,80,245,20,23,23122,56,118,0.2101,0.6522,0.3478,-0.2627,1656,0
1019,A300,80,88,13,11,9120,88,118,0.8659,0.9091,0.0909,-0.1903,1656,0
1020,A300,80,106,11,13,11973,96,128,0.1995,0.8461,0.1539,-0.1176,1654,0
1021,A300,80,154,19,16,17564,93,132,0.3225,0.8125,0.1875,-0.109,1656,0
1022,A300,80,88,21,20,7182,67,94,0.0519,0.4,0.6,-0.3624,1656,0
1023,A300,80,169,20,19,14689,64,103,0.0629,0.7368,0.2632,-0.321,1654,0
1024,A300,80,80,12,13,8091,91,112,0.8277,0.6923,0.3077,-0.2099,1648,0
1025,A300,80,63,12,14,7202,104,127,0.301,0.5,0.5,-0.1069,1648,0
1026,A300,80,84,15,11,8532,83,118,0.9575,1.0,0.0,-0.2065,1646,0
1027,A300,80,79,12,15,8132,86,124,0.8311,0.6,0.4,-0.1958,1646,0
1028,A300,80,66,14,10,7519,97,132,0.6464,1.0,0.0,-0.11,1646,0
1029,A300,80,350,31,25,37664,78,134,0.307,0.8077,-0.1923,-0.1593,1648,0
1030,A300,80,85,11,12,9693,95,133,0.0765,0.8333,0.1667,-0.1091,1648,0
1031,A300,80,82,16,9,9431,100,127,0.4721,0.5333,-0.4667,-0.1015,1648,0
1032,A300,80,60,11,11,6887,102,127,0.699,0.6364,0.3636,-0.1033,1648,0
1033,A300,80,108,17,17,12886,102,135,0.1129,0.5882,0.4118,-0.0679,1648,0
1034,A300,80,57,10,8,6684,101,136,0.48,0.8889,-0.1111,-0.0839,1646,0
1035,A300,211,34,8,10,2588,61,95,0.0722,0.6,0.4,-0.4053,1690,0
1036,A300,211,51,25,11,4561,77,103,0.1471,0.25,-0.75,-0.3013,1686,0
1037,A300,143,116,18,14,11801,64,134,0.5638,0.7857,0.2143,-0.2052,1692,0
1038,A300,143,79,17,15,10188,115,149,0.8407,0.6667,0.3333,0.0075,1682,0
1039,A300,60,114,18,12,13680,101,141,0.242,0.7333,-0.2667,-0.0625,1694,0
1040,A300,100,38,9,7,3963,85,119,0.8903,0.875,-0.125,-0.1852,1696,0
1041,A300,100,32,9,8,3772,105,133,0.6561,0.75,0.25,-0.0791,1698,0
1042,A300,100,25,6,6,2918,105,133,0.6009,1.0,0.0,-0.0881,1694,0
1043,A300,100,45,10,7,4664,86,126,0.8371,0.7778,-0.2222,-0.1903,1694,0
1044,A300,70,223,31,32,25800,106,130,0.7515,0.4375,0.5625,-0.0961,1626,0
1045,A300,70,62,12,9,6582,91,124,0.2165,1.0,0.0,-0.1706,1626,0
1046,A300,70,84,13,12,9522,87,134,0.441,0.9167,0.0833,-0.1144,1628,0
1047,A300,70,137,16,13,14536,81,128,0.4785,1.0,0.0,-0.1711,1626,0
1048,A300,70,148,21,19,15761,96,117,0.8967,0.7222,0.2778,-0.168,1626,0
1049,A300,70,52,9,9,5483,91,119,0.9213,0.8889,0.1111,-0.1762,1626,0
1050,A300,70,68,14,10,7634,96,132,0.7438,0.9091,-0.0909,-0.1229,1624,0
1051,A300,70,60,12,10,6342,88,124,0.2512,1.0,0.0,-0.1742,1624,0
1052,A300,70,113,14,12,10683,75,110,0.1182,0.9231,-0.0769,-0.2614,1624,0
1053,A300,70,51,10,9,5795,100,133,0.4754,0.8889,0.1111,-0.1123,1624,0
1054,A300,70,70,12,10,7890,91,131,0.4261,0.9091,-0.0909,-0.1194,1624,0
1055,A300,70,66,13,10,7502,98,135,0.6761,1.0,0.0,-0.112,1624,0
1056,A300,70,104,16,13,12367,110,132,0.3911,0.8461,0.1539,-0.071,1626,0
1057,A300,70,140,18,14,15073,90,127,0.1244,0.9286,0.0714,-0.1589,1624,0
1058,A300,70,64,14,8,6913,94,121,0.8485,0.7273,-0.2727,-0.1561,1624,0
1059,A300,70,57,12,7,6528,103,126,0.7651,0.6364,-0.3636,-0.1053,1626,0
1060,A300,70,114,16,14,12284,79,126,0.7589,1.0,0.0,-0.1582,1626,0
1061,A300,70,58,10,8,6651,99,134,0.7789,0.8,-0.2,-0.1041,1628,0
1062,A300,70,767,42,37,55228,12,134,0.7217,0.8108,0.1892,-0.4375,1624,0
1063,A300,70,66,10,13,7467,101,123,0.4938,0.6154,0.3846,-0.1161,1624,0
1064,A300,70,59,8,8,6543,93,122,0.7694,1.0,0.0,-0.1336,1622,0
1065,A300,85,93,14,11,10797,91,134,0.5318,0.9167,-0.0833,-0.093,1696,0
1066,A300,85,84,11,12,10694,102,150,0.9835,0.75,0.25,-0.0054,1696,0
1067,A300,85,76,18,8,10680,130,150,0.6572,0.4706,-0.5294,0.0979,1698,0
1068,A300,85,63,16,12,9037,136,156,0.8502,0.9091,0.0909,0.1207,1696,0
1069,A300,80,52,10,8,5328,83,124,0.7944,0.8889,-0.1111,-0.1995,1352,0
1070,A300,80,84,12,10,8949,84,125,0.9083,0.8333,-0.1667,-0.1677,1352,0
1071,A300,80,121,14,18,12773,91,124,0.8479,0.5556,0.4444,-0.1753,1354,0
1072,A300,80,61,11,9,6682,92,133,0.6696,1.0,0.0,-0.1442,1356,0
1073,A300,80,75,15,11,8166,89,140,0.8269,0.9167,-0.0833,-0.1494,1352,0
1074,A300,80,72,14,10,7551,82,132,0.6313,0.9,0.1,-0.1807,1356,0
1075,A400,40,50,11,9,6005,112,127,0.6706,1.0,0.0,-0.0617,1360,0
1076,A400,40,88,13,12,9643,91,126,0.4595,0.8333,0.1667,-0.1439,1358,0
1077,A400,40,107,15,12,12374,104,126,0.2931,0.8571,-0.1429,-0.0965,1358,0
1078,A400,50,147,17,17,14809,78,118,0.9808,0.6471,0.3529,-0.213,1358,0
1079,A400,50,84,9,15,9968,107,133,0.8542,0.4667,0.5333,-0.0729,1358,0
1080,A400,50,32,6,7,3355,98,111,0.8792,0.8571,0.1429,-0.1809,1358,0
1081,A400,50,62,11,10,6884,93,127,0.9029,0.9091,-0.0909,-0.1326,1360,0
1082,A400,40,273,31,40,29865,93,125,0.4913,0.25,0.75,-0.1453,1376,0
1083,A400,40,1176,67,60,117153,56,124,0.5947,0.5741,0.4259,-0.2217,1668,0
1084,A400,40,2400,96,95,260185,69,132,0.4351,0.4624,0.5376,-0.153,1664,0
1085,A400,40,177,18,18,19435,91,126,0.8812,0.7222,0.2778,-0.1422,1666,0
1086,A400,40,61,10,10,6588,91,119,0.8789,0.7,0.3,-0.1563,1668,0
1087,A400,40,220,19,21,27851,115,140,0.6483,0.7619,0.2381,-0.011,1666,0
1088,A400,40,67,11,10,7391,96,125,0.4105,0.9,0.1,-0.1382,1374,0
1089,A400,40,341,39,43,44484,121,140,0.8399,0.2791,0.7209,0.0192,1362,0
1090,A400,40,57,8,14,6661,110,125,0.7665,0.4286,0.5714,-0.087,1362,0
1091,A400,40,80,12,12,9136,100,133,0.458,0.75,0.25,-0.1078,1358,0
1092,A400,40,111,15,11,11861,84,124,0.8443,0.9167,-0.0833,-0.1652,1362,0
1093,A400,200,98,14,11,10137,84,126,0.8012,1.0,0.0,-0.1919,1358,0
1094,A400,40,168,15,20,19901,105,135,0.301,0.6,0.4,-0.0745,1362,0
1095,A400,40,172,24,25,19549,105,125,0.5448,0.56,0.44,-0.112,1362,0
1096,A400,40,631,46,51,68349,91,133,0.5205,0.451,0.549,-0.1538,1364,0
1097,A400,40,1015,49,59,105560,76,132,0.5308,0.4561,0.5439,-0.1875,1364,0
1098,A400,40,561,57,50,60112,61,124,0.3348,0.5319,0.4681,-0.1629,1362,0
1099,A400,40,8391,609,343,991612,103,140,0.0704,0.068,-0.9319,-0.0768,1364,0
1100,A400,40,158,65,39,18480,111,126,0.5792,1.0,0.0,-0.0862,1364,0
1101,A400,185,60,13,14,5577,86,102,0.0293,0.5714,0.4286,-0.2738,1366,0
1102,A400,185,51,10,10,5141,93,116,0.0147,0.7,0.3,-0.2125,1364,0
1103,A400,175,90,17,11,9216,85,124,0.1909,1.0,0.0,-0.2,1362,0
1104,A400,175,212,38,32,23916,90,125,0.8763,0.4,0.6,-0.1187,1358,0
1105,A400,175,217,60,39,26032,108,133,0.0809,0.5517,0.4483,-0.0628,1360,0
1106,A400,175,81,17,17,10095,113,143,0.4978,0.4706,0.5294,-0.0263,1362,0
1107,A400,175,239,30,43,27364,100,126,0.9632,0.2857,0.7143,-0.1055,1360,0
1108,A400,175,59,15,11,7330,112,141,0.5412,0.7692,-0.2308,-0.0294,1360,0
1109,A400,175,63,9,12,7758,115,141,0.5926,0.5833,0.4167,-0.038,1360,0
1110,A400,175,215,28,39,25269,105,134,0.45,0.2564,0.7436,-0.0818,1360,0
1111,A400,100,350,107,39,46379,125,143,0.1437,0.197,-0.803,0.0353,1364,0
1112,A400,100,112,44,16,14403,120,141,0.3006,0.3214,-0.6786,0.0047,1364,0
1113,A400,100,170,39,20,22467,123,141,0.1836,0.5833,-0.4167,0.0325,1362,0
1114,A400,100,153,58,29,19616,118,143,0.1189,0.5357,-0.4643,0.0016,1362,0
1115,A400,100,140,43,13,17898,118,141,0.2309,0.5454,-0.4545,-0.0012,1360,0
1116,A400,100,168,53,30,21548,120,143,0.2335,0.4,-0.6,0.0021,1362,0
1117,A400,100,226,64,33,28906,120,141,0.3515,0.3488,-0.6512,-0.0008,1360,0
1118,A400,100,116,32,19,14912,121,142,0.4632,0.4615,-0.5385,0.0043,1360,0
1119,A400,100,104,18,12,11469,97,126,0.4485,0.8461,-0.1539,-0.1384,1360,0
1120,A400,100,156,17,20,15848,74,127,0.4537,0.55,0.45,-0.2063,1362,0
1121,A400,100,136,50,27,17433,119,143,0.2742,0.8421,0.1579,0.0014,1364,0
1122,A400,100,377,33,45,36933,59,132,0.456,0.2667,0.7333,-0.2346,1364,0
1123,A400,100,224,25,31,22017,77,126,0.0513,0.3548,0.6452,-0.2321,1364,0
1124,A400,50,163,18,20,16916,83,126,0.0852,0.55,0.45,-0.1892,1362,0
1125,A400,40,172,14,18,19457,91,134,0.8147,0.7059,0.2941,-0.1162,1360,0
1126,A400,120,184,42,22,22708,115,135,0.4865,0.9444,0.0556,-0.0358,1628,0
1127,A400,175,304,30,28,34001,85,133,0.7618,0.7407,0.2593,-0.1262,1360,0
1128,A400,40,140,22,19,16020,105,126,0.0898,0.7778,0.2222,-0.106,1358,0
1129,A400,40,262,21,19,29349,88,133,0.8706,1.0,0.0,-0.1248,1360,0
1130,A400,40,261,27,17,29526,88,132,0.3171,0.8095,-0.1905,-0.1162,1356,0
1131,A400,40,101,22,13,11601,108,125,0.2227,1.0,0.0,-0.1027,1356,0
1132,A400,40,144,17,19,15785,88,132,0.7345,0.5789,0.4211,-0.1436,1356,0
1133,A400,40,116,19,10,12174,82,126,0.5206,0.625,-0.375,-0.1801,1360,0
1134,A400,40,563,36,34,58906,83,133,0.6478,0.6765,0.3235,-0.1826,1306,0
1135,A400,40,3187,208,198,336567,87,127,0.8897,0.7172,0.2828,-0.175,1306,0
1136,A400,40,210,20,22,21547,70,127,0.1239,0.5909,0.4091,-0.1984,1308,0
1137,A400,40,112,13,14,12587,86,133,0.7305,0.7857,0.2143,-0.122,1306,0
1138,A400,40,114,14,15,11442,81,125,0.0291,0.6,0.4,-0.2159,1306,0
1139,A400,40,446,43,52,48231,96,127,0.1086,0.2885,0.7115,-0.1551,1308,0
1140,A300,120,139,15,16,14610,71,126,0.3101,0.75,0.25,-0.1788,1690,0
1141,A300,80,178,16,17,17274,69,125,0.1324,0.8824,0.1177,-0.2418,1692,0
1142,A300,80,128,17,15,14234,87,133,0.1395,0.9333,-0.0667,-0.1312,1692,0
1143,A300,80,460,52,41,54324,103,134,0.66,0.697,-0.303,-0.0774,1694,0
1144,A300,80,112,15,14,11998,87,126,0.2018,0.7143,0.2857,-0.1631,1794,0
1145,A300,80,102,15,11,9367,77,110,0.2241,0.9167,-0.0833,-0.2826,1696,0
1146,A300,80,260,24,20,21865,52,110,0.1608,0.85,0.15,-0.343,1692,0
1147,A300,80,106,16,14,10152,73,124,0.3962,0.9231,0.0769,-0.2518,1696,0
1148,A300,80,178,20,16,17592,50,126,0.9008,0.9412,-0.0588,-0.2279,1694,0
1149,A300,80,561,106,62,75006,120,150,0.2231,0.8605,-0.1395,0.0445,1694,0
1150,A300,80,186,35,18,19132,87,125,0.0354,0.6087,-0.3913,-0.1964,1694,0
1151,A300,80,131,22,17,16983,118,142,0.3613,1.0,0.0,0.0128,1694,0
1152,A300,80,3234,198,207,348957,75,141,0.1076,0.6304,0.3696,-0.157,1692,0
1153,A300,80,4663,709,425,606744,115,156,0.1901,0.6667,-0.3333,0.0166,1694,0
1154,A300,80,1095,192,134,142791,117,150,0.3353,0.7083,0.2917,0.0188,1694,0
1155,A300,80,505,83,41,56864,97,127,0.2054,0.4583,-0.5417,-0.1203,1694,0
1156,A300,80,571,58,43,62823,73,252,0.1064,0.8293,-0.1707,-0.1405,1692,0
1157,A300,80,790,103,83,104560,119,149,0.2305,0.5085,0.4915,0.034,1692,0
1158,A300,80,903,76,83,100112,91,134,0.0862,0.6727,0.3273,-0.1339,1694,0
1159,A300,80,551,44,27,53142,56,128,0.1123,0.8438,-0.1563,-0.2465,1692,0
1160,A300,80,328,69,41,37200,101,126,0.2057,0.9655,-0.0345,-0.1139,1692,0
1161,A300,80,270,31,25,31583,95,135,0.0673,0.8333,-0.1667,-0.0861,1694,0
1162,A300,80,210,41,29,27761,119,148,0.3459,0.75,0.25,0.0328,1694,0
1163,A300,80,231,25,20,23488,65,126,0.4569,0.8,0.2,-0.2056,1694,0
1164,A300,70,109,18,11,11425,71,133,0.5534,0.6667,-0.3333,-0.1811,1684,0
1165,A300,70,254,26,20,28955,89,135,0.7482,0.95,0.05,-0.1094,1684,0
1166,A300,70,105,15,11,10269,59,126,0.9324,0.9167,-0.0833,-0.2359,1686,0
1167,A300,70,166,17,16,16566,61,134,0.6643,0.9375,0.0625,-0.2203,1686,0
1168,A300,70,125,15,12,12560,61,125,0.4763,0.8571,-0.1429,-0.215,1688,0
1169,A300,70,335,39,31,35066,82,127,0.9846,0.8,0.2,-0.1822,1690,0
1170,A300,70,101,12,12,11471,81,140,0.7941,0.9167,0.0833,-0.1127,1690,0
1171,A300,70,143,15,12,14669,61,127,0.7094,0.8,-0.2,-0.1986,1686,0
1172,A300,70,114,17,11,11979,67,132,0.6552,0.7857,-0.2143,-0.1791,1688,0
1173,A300,70,110,16,11,11890,75,140,0.671,0.8461,-0.1539,-0.1555,1690,0
1174,A300,70,114,14,12,12063,79,127,0.5521,1.0,0.0,-0.1733,1688,0
1175,A300,70,115,15,12,11562,68,127,0.7618,0.8571,-0.1429,-0.2145,1688,0
1176,A300,70,124,17,13,13135,81,127,0.6465,1.0,0.0,-0.1724,1686,0
1177,A300,70,114,15,11,11778,71,132,0.7101,0.8461,-0.1539,-0.1928,1690,0
1178,A300,70,132,16,15,13800,68,140,0.7595,0.8667,0.1333,-0.1832,1688,0
1179,A300,70,282,37,33,33577,61,159,0.7156,0.5313,0.4688,-0.0698,1688,0
1180,A300,70,125,14,14,12047,73,125,0.0924,0.8571,0.1429,-0.2471,1688,0
1181,A300,70,263,25,23,24172,59,124,0.0699,0.7826,0.2174,-0.282,1688,0
1182,A300,70,192,24,32,19002,82,125,0.263,0.2813,0.7188,-0.2268,1688,0
1183,A300,70,121,18,14,12705,65,150,0.7228,1.0,0.0,-0.1797,1688,0
1184,A300,70,248,18,20,22134,53,124,0.065,0.9,0.1,-0.3027,1692,0
1185,A300,70,108,17,14,10704,69,127,0.271,0.8571,0.1429,-0.2257,1690,0
1186,A300,70,115,17,12,10115,67,116,0.0544,0.8571,-0.1429,-0.3128,1690,0
1187,A300,70,408,30,27,37889,57,125,0.0947,0.8148,0.1852,-0.2745,1690,0
1188,A400,40,463,37,24,53525,97,132,0.3785,0.7188,-0.2813,-0.0968,1358,0
1189,A400,40,121,12,20,14047,97,134,0.646,0.45,0.55,-0.093,1356,0
1190,A400,40,75,16,15,9062,104,132,0.6667,0.5333,0.4667,-0.056,1356,0
1191,A400,40,65,12,17,7974,113,135,0.6647,0.4706,0.5294,-0.0416,1354,0
1192,A400,40,108,14,11,11169,77,127,0.879,0.8461,-0.1539,-0.1921,1322,0
1193,A400,40,133,16,21,14874,105,125,0.1029,0.4286,0.5714,-0.1263,1322,0
