session_id,session_start_hour,initial_soc_pct,charger_type,vehicle_battery_kwh,station_region,is_weekend,energy_charged_kwh
LZ-EV-006361,0,49.6,rapid_50kw,46.6,barcelona,0,22.14
LZ-EV-006362,2,55.1,ultra_150kw,39.3,madrid,1,15.74
LZ-EV-006363,16,31.9,slow_7kw,48.6,sevilla,0,30.15
LZ-EV-006364,6,40.5,fast_22kw,60.9,murcia,0,33.23
LZ-EV-006365,8,22.7,slow_7kw,53.7,zaragoza,0,35.65
LZ-EV-006366,9,37.5,fast_22kw,28.0,barcelona,0,14.9
LZ-EV-006367,11,47.6,fast_22kw,52.2,madrid,0,24.14
LZ-EV-006368,16,32.8,slow_7kw,82.0,barcelona,0,31.13
LZ-EV-006369,3,44.8,slow_7kw,78.5,bilbao,0,43.85
LZ-EV-006370,2,8.6,fast_22kw,36.9,madrid,1,33.51
LZ-EV-006371,2,53.9,slow_7kw,73.4,bilbao,0,31.69
LZ-EV-006372,17,40.5,fast_22kw,73.1,bilbao,1,22.5
LZ-EV-006373,23,52.3,rapid_50kw,58.3,barcelona,1,22.54
LZ-EV-006374,16,20.2,ultra_150kw,29.7,bilbao,1,22.92
LZ-EV-006375,12,30.5,fast_22kw,72.4,madrid,0,47.81
LZ-EV-006376,10,29.2,rapid_50kw,70.1,bilbao,1,12.23
LZ-EV-006377,18,68.7,slow_7kw,68.7,sevilla,0,19.62
LZ-EV-006378,1,45.5,fast_22kw,54.5,zaragoza,1,26.24
LZ-EV-006379,22,28.9,fast_22kw,57.0,madrid,0,23.3
LZ-EV-006380,10,40.3,fast_22kw,70.8,sevilla,0,38.64
LZ-EV-006381,21,49.4,fast_22kw,44.5,bilbao,0,21.2
LZ-EV-006382,9,12.1,fast_22kw,91.1,madrid,1,71.52
LZ-EV-006383,12,49.9,fast_22kw,67.4,bilbao,0,23.59
LZ-EV-006384,5,45.1,rapid_50kw,74.8,sevilla,0,38.31
LZ-EV-006385,2,59.6,rapid_50kw,52.2,barcelona,0,20.15
LZ-EV-006386,19,22.2,slow_7kw,55.6,barcelona,1,45.59
LZ-EV-006387,6,10.5,fast_22kw,76.8,sevilla,0,33.37
LZ-EV-006388,15,41.8,ultra_150kw,55.5,murcia,0,30.07
LZ-EV-006389,13,34.5,rapid_50kw,74.4,barcelona,0,20.83
LZ-EV-006390,4,32.2,fast_22kw,57.1,zaragoza,0,31.89
LZ-EV-006391,0,14.9,slow_7kw,66.9,valencia,0,38.43
LZ-EV-006392,13,54.9,fast_22kw,77.4,madrid,0,33.14
LZ-EV-006393,17,53.3,rapid_50kw,76.3,murcia,1,22.69
LZ-EV-006394,23,25.7,rapid_50kw,61.3,madrid,0,26.5
LZ-EV-006395,15,51.2,fast_22kw,44.6,bilbao,1,18.85
LZ-EV-006396,1,28.6,slow_7kw,63.9,malaga,1,46.36
LZ-EV-006397,0,50.6,rapid_50kw,70.2,zaragoza,0,14.27
LZ-EV-006398,13,14.3,fast_22kw,68.7,murcia,1,32.62
LZ-EV-006399,4,22.4,fast_22kw,76.1,zaragoza,0,55.96
LZ-EV-006400,4,24.1,slow_7kw,60.7,sevilla,0,29.42
LZ-EV-006401,19,56.0,slow_7kw,45.7,barcelona,1,21.17
LZ-EV-006402,6,72.6,fast_22kw,64.5,zaragoza,0,15.61
LZ-EV-006403,0,39.8,slow_7kw,66.9,sevilla,0,36.92
LZ-EV-006404,19,46.7,rapid_50kw,59.7,malaga,1,27.75
LZ-EV-006405,23,19.3,fast_22kw,68.4,valencia,0,36.44
LZ-EV-006406,7,53.1,rapid_50kw,63.7,barcelona,0,16.71
LZ-EV-006407,3,58.7,slow_7kw,52.3,valencia,0,19.6
LZ-EV-006408,20,32.2,ultra_150kw,39.7,madrid,0,25.56
LZ-EV-006409,3,27.1,slow_7kw,33.3,valencia,1,21.47
LZ-EV-006410,18,2.0,rapid_50kw,45.0,barcelona,1,32.86
LZ-EV-006411,11,47.2,fast_22kw,53.5,sevilla,0,23.32
LZ-EV-006412,13,23.8,fast_22kw,85.9,barcelona,1,29.24
LZ-EV-006413,1,66.8,slow_7kw,62.0,barcelona,0,18.42
LZ-EV-006414,21,33.2,fast_22kw,79.4,barcelona,0,25.14
LZ-EV-006415,12,59.3,rapid_50kw,82.0,bilbao,1,30.7
LZ-EV-006416,17,51.5,fast_22kw,48.6,madrid,1,22.62
LZ-EV-006417,23,74.7,slow_7kw,36.6,malaga,0,8.26
LZ-EV-006418,21,33.9,rapid_50kw,64.9,bilbao,0,38.23
LZ-EV-006419,8,53.1,rapid_50kw,96.6,madrid,0,18.7
LZ-EV-006420,22,44.9,fast_22kw,79.7,sevilla,0,28.62
LZ-EV-006421,8,74.1,slow_7kw,61.8,madrid,0,14.89
LZ-EV-006422,15,34.3,slow_7kw,70.1,bilbao,1,29.76
LZ-EV-006423,13,54.6,ultra_150kw,66.9,valencia,0,28.38
LZ-EV-006424,1,52.7,fast_22kw,73.1,bilbao,1,36.09
LZ-EV-006425,11,60.3,slow_7kw,40.3,sevilla,1,14.33
LZ-EV-006426,19,45.0,rapid_50kw,54.8,madrid,1,16.26
LZ-EV-006427,21,77.8,slow_7kw,55.8,murcia,1,11.76
LZ-EV-006428,23,35.2,fast_22kw,82.2,bilbao,0,31.13
LZ-EV-006429,16,26.8,ultra_150kw,44.0,barcelona,0,29.27
LZ-EV-006430,4,63.0,slow_7kw,93.2,malaga,0,26.88
LZ-EV-006431,8,63.4,slow_7kw,60.0,madrid,0,18.84
LZ-EV-006432,15,65.5,slow_7kw,58.6,madrid,1,18.55
LZ-EV-006433,4,52.0,fast_22kw,77.3,malaga,0,35.18
LZ-EV-006434,12,17.8,slow_7kw,64.7,zaragoza,1,31.98
LZ-EV-006435,3,40.2,slow_7kw,55.1,zaragoza,0,30.09
LZ-EV-006436,3,34.4,slow_7kw,69.7,valencia,0,42.36
LZ-EV-006437,16,28.8,slow_7kw,56.5,madrid,0,25.28
LZ-EV-006438,17,57.7,rapid_50kw,49.6,bilbao,0,19.57
LZ-EV-006439,10,63.5,slow_7kw,61.6,bilbao,0,21.36
LZ-EV-006440,16,40.4,slow_7kw,67.0,sevilla,0,32.51
LZ-EV-006441,0,47.2,slow_7kw,66.8,zaragoza,1,32.75
LZ-EV-006442,4,71.8,fast_22kw,71.2,valencia,0,17.68
LZ-EV-006443,21,20.7,slow_7kw,55.9,valencia,0,37.44
LZ-EV-006444,11,42.6,rapid_50kw,43.8,malaga,0,19.57
LZ-EV-006445,8,69.5,ultra_150kw,73.1,sevilla,0,20.56
LZ-EV-006446,0,9.1,rapid_50kw,84.5,murcia,1,22.74
LZ-EV-006447,14,21.3,slow_7kw,66.5,zaragoza,0,26.6
LZ-EV-006448,22,59.3,fast_22kw,43.3,valencia,0,17.61
LZ-EV-006449,13,43.9,slow_7kw,73.0,sevilla,0,34.28
LZ-EV-006450,21,30.2,rapid_50kw,52.9,madrid,0,31.21
LZ-EV-006451,17,29.2,fast_22kw,64.0,valencia,0,24.12
LZ-EV-006452,22,44.7,slow_7kw,42.8,bilbao,0,22.0
LZ-EV-006453,3,28.9,ultra_150kw,74.7,sevilla,0,36.84
LZ-EV-006454,13,26.3,rapid_50kw,65.7,valencia,0,40.28
LZ-EV-006455,21,40.4,slow_7kw,91.8,valencia,0,33.23
LZ-EV-006456,15,43.1,fast_22kw,56.9,murcia,1,29.09
LZ-EV-006457,10,49.2,rapid_50kw,67.9,barcelona,1,18.63
LZ-EV-006458,12,36.3,fast_22kw,64.4,malaga,0,34.01
LZ-EV-006459,11,33.6,slow_7kw,67.3,sevilla,1,45.37
LZ-EV-006460,17,64.3,slow_7kw,52.6,sevilla,1,17.84
LZ-EV-006461,14,28.7,rapid_50kw,47.4,zaragoza,0,27.41
LZ-EV-006462,18,30.7,fast_22kw,44.0,madrid,0,29.06
LZ-EV-006463,4,50.4,fast_22kw,77.7,sevilla,1,33.66
LZ-EV-006464,18,53.8,rapid_50kw,79.9,malaga,0,13.77
LZ-EV-006465,20,9.5,slow_7kw,35.2,murcia,1,29.19
LZ-EV-006466,7,29.2,rapid_50kw,73.2,malaga,0,22.43
LZ-EV-006467,0,61.9,slow_7kw,80.2,zaragoza,0,29.42
LZ-EV-006468,18,50.2,slow_7kw,64.2,madrid,1,27.87
LZ-EV-006469,14,42.7,slow_7kw,52.8,zaragoza,0,26.93
LZ-EV-006470,2,47.4,slow_7kw,70.5,malaga,1,36.54
LZ-EV-006471,7,25.3,rapid_50kw,31.9,barcelona,0,22.0
LZ-EV-006472,18,40.5,slow_7kw,32.0,malaga,0,19.96
LZ-EV-006473,11,14.8,slow_7kw,47.3,barcelona,1,29.98
LZ-EV-006474,21,36.8,rapid_50kw,74.1,malaga,1,26.27
LZ-EV-006475,19,42.1,slow_7kw,56.8,valencia,0,30.95
LZ-EV-006476,20,44.0,fast_22kw,61.8,bilbao,0,32.4
LZ-EV-006477,9,2.0,fast_22kw,55.4,madrid,0,24.07
LZ-EV-006478,16,36.9,slow_7kw,60.2,malaga,1,33.8
LZ-EV-006479,4,44.3,fast_22kw,38.6,malaga,0,19.7
LZ-EV-006480,15,27.4,fast_22kw,28.0,valencia,0,19.65
LZ-EV-006481,13,28.2,ultra_150kw,58.9,malaga,0,41.81
LZ-EV-006482,2,67.9,fast_22kw,62.8,murcia,1,16.09
LZ-EV-006483,19,31.5,slow_7kw,62.0,bilbao,0,39.06
LZ-EV-006484,14,52.4,slow_7kw,48.1,sevilla,0,20.9
LZ-EV-006485,0,46.2,ultra_150kw,94.1,murcia,0,47.51
LZ-EV-006486,16,30.1,ultra_150kw,71.9,bilbao,0,43.65
LZ-EV-006487,14,39.4,slow_7kw,95.7,bilbao,0,42.71
LZ-EV-006488,5,26.8,fast_22kw,66.4,barcelona,0,47.81
LZ-EV-006489,13,22.6,fast_22kw,66.1,sevilla,0,43.52
LZ-EV-006490,22,56.2,fast_22kw,61.3,zaragoza,0,17.17
LZ-EV-006491,11,32.1,fast_22kw,73.0,bilbao,0,45.96
LZ-EV-006492,3,56.9,slow_7kw,71.7,zaragoza,0,18.14
LZ-EV-006493,19,41.8,fast_22kw,44.3,valencia,0,23.72
LZ-EV-006494,1,29.3,slow_7kw,77.8,madrid,0,53.15
LZ-EV-006495,2,45.3,fast_22kw,86.2,sevilla,1,36.78
LZ-EV-006496,16,48.7,fast_22kw,79.5,madrid,1,36.42
LZ-EV-006497,8,52.9,rapid_50kw,51.9,madrid,0,19.8
LZ-EV-006498,19,60.8,fast_22kw,54.3,madrid,1,18.02
LZ-EV-006499,9,15.5,ultra_150kw,96.3,barcelona,0,49.85
LZ-EV-006500,4,31.5,slow_7kw,61.7,valencia,0,37.24
LZ-EV-006501,3,34.4,slow_7kw,83.6,zaragoza,0,43.33
LZ-EV-006502,23,20.9,fast_22kw,85.0,barcelona,0,64.52
LZ-EV-006503,3,50.7,fast_22kw,67.7,sevilla,1,27.57
LZ-EV-006504,5,26.6,fast_22kw,77.1,barcelona,1,41.81
LZ-EV-006505,23,36.3,slow_7kw,42.8,bilbao,1,24.86
LZ-EV-006506,2,32.4,fast_22kw,68.4,zaragoza,0,22.69
LZ-EV-006507,22,53.2,fast_22kw,94.5,sevilla,1,25.75
LZ-EV-006508,12,44.8,slow_7kw,98.4,murcia,0,31.46
LZ-EV-006509,18,47.8,rapid_50kw,69.9,madrid,0,38.4
LZ-EV-006510,22,49.7,fast_22kw,63.5,valencia,0,28.82
LZ-EV-006511,13,20.8,fast_22kw,50.3,murcia,0,37.09
LZ-EV-006512,21,59.1,slow_7kw,76.3,bilbao,1,29.36
LZ-EV-006513,18,54.1,ultra_150kw,46.9,malaga,0,19.25
LZ-EV-006514,21,78.9,slow_7kw,62.7,murcia,0,11.19
LZ-EV-006515,14,35.3,rapid_50kw,57.6,murcia,1,35.43
LZ-EV-006516,4,37.4,ultra_150kw,72.8,murcia,0,38.9
LZ-EV-006517,18,42.8,fast_22kw,56.9,zaragoza,1,21.31
LZ-EV-006518,13,15.5,fast_22kw,56.0,zaragoza,1,20.94
LZ-EV-006519,6,63.2,rapid_50kw,52.9,sevilla,0,17.83
LZ-EV-006520,5,23.4,fast_22kw,48.0,madrid,0,25.87
LZ-EV-006521,8,40.3,slow_7kw,80.7,sevilla,0,32.55
LZ-EV-006522,0,29.8,fast_22kw,61.7,zaragoza,0,28.85
LZ-EV-006523,5,24.5,fast_22kw,90.2,malaga,1,34.01
LZ-EV-006524,2,27.8,fast_22kw,60.5,sevilla,0,39.97
LZ-EV-006525,4,55.2,fast_22kw,76.5,madrid,0,22.51
LZ-EV-006526,2,69.1,fast_22kw,52.6,valencia,0,14.05
LZ-EV-006527,16,45.5,rapid_50kw,59.3,zaragoza,1,24.8
LZ-EV-006528,21,48.6,slow_7kw,81.2,sevilla,0,40.84
LZ-EV-006529,8,64.2,slow_7kw,60.8,barcelona,0,22.49
LZ-EV-006530,15,21.0,slow_7kw,87.2,zaragoza,0,53.11
LZ-EV-006531,18,48.6,rapid_50kw,83.0,murcia,1,41.69
LZ-EV-006532,10,30.5,rapid_50kw,65.8,valencia,1,29.66
LZ-EV-006533,7,34.2,ultra_150kw,46.4,murcia,1,27.37
LZ-EV-006534,10,58.7,slow_7kw,62.3,zaragoza,0,23.09
LZ-EV-006535,8,33.4,slow_7kw,51.1,madrid,1,33.95
LZ-EV-006536,18,78.8,slow_7kw,42.4,bilbao,0,9.43
LZ-EV-006537,10,35.6,fast_22kw,52.5,sevilla,1,27.94
LZ-EV-006538,14,18.4,fast_22kw,28.0,sevilla,1,19.37
LZ-EV-006539,5,36.1,slow_7kw,102.9,bilbao,0,56.98
LZ-EV-006540,12,34.4,slow_7kw,72.1,zaragoza,0,40.35
LZ-EV-006541,22,39.5,slow_7kw,89.3,murcia,0,38.11
LZ-EV-006542,23,13.0,slow_7kw,28.0,sevilla,0,22.82
LZ-EV-006543,10,28.0,fast_22kw,86.1,zaragoza,1,52.17
LZ-EV-006544,10,45.1,slow_7kw,55.5,valencia,1,29.18
LZ-EV-006545,16,27.7,fast_22kw,42.1,sevilla,1,29.43
LZ-EV-006546,11,38.8,slow_7kw,93.7,sevilla,0,34.05
LZ-EV-006547,8,38.7,slow_7kw,59.1,barcelona,1,31.06
LZ-EV-006548,8,7.8,fast_22kw,63.2,sevilla,0,38.69
LZ-EV-006549,8,51.6,ultra_150kw,39.2,bilbao,0,18.62
LZ-EV-006550,15,25.3,fast_22kw,69.9,madrid,0,26.86
LZ-EV-006551,16,16.3,rapid_50kw,52.2,malaga,0,34.5
LZ-EV-006552,15,11.0,slow_7kw,40.6,malaga,0,33.76
LZ-EV-006553,18,44.8,slow_7kw,72.6,sevilla,0,31.22
LZ-EV-006554,22,29.0,slow_7kw,46.7,zaragoza,0,32.34
LZ-EV-006555,15,48.9,fast_22kw,59.6,bilbao,1,26.49
LZ-EV-006556,1,57.8,fast_22kw,51.2,valencia,0,19.92
LZ-EV-006557,3,37.6,slow_7kw,97.6,zaragoza,1,61.87
LZ-EV-006558,0,73.6,slow_7kw,86.3,valencia,0,21.11
LZ-EV-006559,20,57.1,slow_7kw,49.8,zaragoza,1,20.27
LZ-EV-006560,0,20.0,fast_22kw,54.1,madrid,0,36.37
LZ-EV-006561,19,7.2,slow_7kw,58.9,murcia,0,28.82
LZ-EV-006562,20,51.2,slow_7kw,67.6,valencia,0,32.36
LZ-EV-006563,15,37.2,slow_7kw,48.6,madrid,0,26.06
LZ-EV-006564,21,53.3,slow_7kw,32.1,murcia,0,14.31
LZ-EV-006565,20,35.5,rapid_50kw,73.8,madrid,0,31.26
LZ-EV-006566,21,25.9,slow_7kw,53.3,murcia,0,34.2
LZ-EV-006567,16,22.1,rapid_50kw,67.9,madrid,1,30.94
LZ-EV-006568,13,29.8,slow_7kw,53.1,sevilla,0,32.2
LZ-EV-006569,8,53.2,rapid_50kw,34.1,malaga,0,14.87
LZ-EV-006570,7,52.9,rapid_50kw,67.7,sevilla,1,28.86
LZ-EV-006571,8,35.8,slow_7kw,58.0,sevilla,1,34.88
LZ-EV-006572,17,63.1,slow_7kw,40.7,malaga,0,13.6
LZ-EV-006573,8,7.9,fast_22kw,56.9,barcelona,0,48.85
LZ-EV-006574,14,20.3,slow_7kw,36.7,malaga,1,26.63
LZ-EV-006575,17,51.0,slow_7kw,67.1,sevilla,0,30.18
LZ-EV-006576,22,27.9,fast_22kw,46.1,madrid,0,32.57
LZ-EV-006577,15,26.5,ultra_150kw,47.2,malaga,1,29.05
LZ-EV-006578,20,49.8,rapid_50kw,61.3,barcelona,0,24.28
LZ-EV-006579,15,69.4,fast_22kw,49.5,madrid,1,11.78
LZ-EV-006580,16,37.4,slow_7kw,38.0,barcelona,0,20.65
LZ-EV-006581,9,36.4,slow_7kw,58.7,sevilla,0,34.29
LZ-EV-006582,21,61.0,ultra_150kw,55.3,valencia,0,16.5
LZ-EV-006583,21,30.3,rapid_50kw,45.5,murcia,1,24.07
LZ-EV-006584,10,11.2,ultra_150kw,81.8,sevilla,1,32.81
LZ-EV-006585,13,54.6,rapid_50kw,50.4,zaragoza,0,22.22
LZ-EV-006586,14,28.0,fast_22kw,67.4,valencia,0,43.16
LZ-EV-006587,9,40.2,fast_22kw,54.7,zaragoza,0,33.07
LZ-EV-006588,10,48.5,slow_7kw,67.5,valencia,1,25.54
LZ-EV-006589,19,43.0,rapid_50kw,50.4,valencia,0,18.05
LZ-EV-006590,8,50.8,fast_22kw,58.6,valencia,1,26.66
LZ-EV-006591,3,66.8,fast_22kw,68.0,zaragoza,0,21.01
LZ-EV-006592,14,34.8,fast_22kw,74.2,zaragoza,0,29.88
LZ-EV-006593,10,68.4,ultra_150kw,47.9,zaragoza,0,14.15
LZ-EV-006594,23,17.4,rapid_50kw,55.1,barcelona,0,18.18
LZ-EV-006595,6,35.7,ultra_150kw,46.0,sevilla,0,27.88
LZ-EV-006596,14,9.8,slow_7kw,76.1,murcia,0,42.63
LZ-EV-006597,17,28.7,slow_7kw,67.7,malaga,0,40.92
LZ-EV-006598,6,48.7,fast_22kw,70.2,murcia,0,33.8
LZ-EV-006599,11,52.4,fast_22kw,61.5,sevilla,0,26.27
LZ-EV-006600,8,76.3,fast_22kw,53.2,bilbao,0,12.04
LZ-EV-006601,17,53.4,slow_7kw,81.4,zaragoza,0,23.14
LZ-EV-006602,10,24.6,ultra_150kw,70.8,bilbao,0,53.13
LZ-EV-006603,16,28.9,slow_7kw,66.1,valencia,1,43.59
LZ-EV-006604,0,42.8,ultra_150kw,49.9,madrid,1,23.75
LZ-EV-006605,19,15.9,slow_7kw,52.6,sevilla,0,17.97
LZ-EV-006606,17,6.8,rapid_50kw,35.5,madrid,0,30.96
LZ-EV-006607,0,27.9,ultra_150kw,79.6,zaragoza,0,57.47
LZ-EV-006608,4,5.3,slow_7kw,51.3,barcelona,0,34.74
LZ-EV-006609,14,37.7,ultra_150kw,60.0,zaragoza,0,35.76
LZ-EV-006610,9,54.7,ultra_150kw,68.9,malaga,0,30.67
LZ-EV-006611,10,31.1,rapid_50kw,84.1,bilbao,1,39.07
LZ-EV-006612,12,10.6,ultra_150kw,62.0,sevilla,1,44.27
LZ-EV-006613,17,37.1,fast_22kw,67.6,valencia,0,41.26
LZ-EV-006614,15,32.0,fast_22kw,88.7,zaragoza,0,29.54
LZ-EV-006615,21,39.4,fast_22kw,45.0,bilbao,1,24.93
LZ-EV-006616,14,6.2,slow_7kw,68.6,malaga,1,37.94
LZ-EV-006617,0,39.7,fast_22kw,68.9,madrid,0,38.81
LZ-EV-006618,16,40.5,ultra_150kw,68.7,bilbao,1,39.04
LZ-EV-006619,3,45.9,fast_22kw,67.5,madrid,1,33.39
LZ-EV-006620,19,40.9,rapid_50kw,59.5,zaragoza,1,31.93
LZ-EV-006621,17,53.7,rapid_50kw,64.6,zaragoza,0,28.11
LZ-EV-006622,2,45.1,fast_22kw,88.2,zaragoza,0,45.35
LZ-EV-006623,9,53.5,slow_7kw,64.4,murcia,0,28.07
LZ-EV-006624,1,38.3,fast_22kw,105.8,valencia,0,30.6
LZ-EV-006625,6,12.3,rapid_50kw,38.4,bilbao,0,30.75
LZ-EV-006626,22,22.5,fast_22kw,83.3,zaragoza,0,26.6
LZ-EV-006627,6,49.1,ultra_150kw,57.0,sevilla,0,24.5
LZ-EV-006628,22,41.4,rapid_50kw,39.3,sevilla,1,19.31
LZ-EV-006629,6,42.5,slow_7kw,33.9,sevilla,1,18.59
LZ-EV-006630,21,39.0,slow_7kw,53.3,sevilla,0,29.08
LZ-EV-006631,7,35.5,rapid_50kw,64.8,malaga,1,28.74
LZ-EV-006632,0,43.1,slow_7kw,74.4,valencia,0,32.06
LZ-EV-006633,3,47.0,slow_7kw,84.7,bilbao,0,29.65
LZ-EV-006634,13,41.8,fast_22kw,66.3,malaga,0,39.01
LZ-EV-006635,11,62.4,fast_22kw,90.5,bilbao,0,29.52
LZ-EV-006636,10,36.2,fast_22kw,48.3,valencia,1,26.79
LZ-EV-006637,0,43.1,rapid_50kw,88.1,zaragoza,0,24.73
LZ-EV-006638,17,53.5,fast_22kw,83.8,zaragoza,1,36.65
LZ-EV-006639,21,41.0,slow_7kw,83.9,bilbao,1,45.83
LZ-EV-006640,13,16.6,fast_22kw,42.1,murcia,0,32.62
LZ-EV-006641,5,51.9,fast_22kw,104.9,murcia,0,39.93
LZ-EV-006642,19,15.3,fast_22kw,44.2,valencia,0,35.71
LZ-EV-006643,16,33.4,slow_7kw,65.8,madrid,1,40.22
LZ-EV-006644,22,50.4,fast_22kw,95.7,murcia,0,19.13
LZ-EV-006645,17,46.1,fast_22kw,58.4,malaga,0,18.26
LZ-EV-006646,2,28.9,slow_7kw,63.1,madrid,0,43.96
LZ-EV-006647,5,56.3,fast_22kw,76.0,malaga,0,32.08
LZ-EV-006648,12,76.2,ultra_150kw,86.0,malaga,0,17.97
LZ-EV-006649,20,40.5,slow_7kw,76.5,sevilla,0,40.75
LZ-EV-006650,11,62.1,rapid_50kw,34.6,zaragoza,0,12.84
LZ-EV-006651,4,50.5,slow_7kw,95.4,bilbao,0,35.8
LZ-EV-006652,17,51.8,slow_7kw,70.1,barcelona,0,32.5
LZ-EV-006653,23,38.5,slow_7kw,42.6,valencia,1,22.53
LZ-EV-006654,1,63.8,fast_22kw,57.7,bilbao,0,18.68
LZ-EV-006655,14,51.0,rapid_50kw,42.2,madrid,1,18.16
LZ-EV-006656,9,49.7,slow_7kw,71.3,malaga,0,34.2
LZ-EV-006657,3,51.4,fast_22kw,66.9,madrid,0,27.11
LZ-EV-006658,10,39.4,fast_22kw,45.8,malaga,0,25.8
LZ-EV-006659,17,2.0,fast_22kw,56.5,valencia,0,25.56
LZ-EV-006660,14,35.8,ultra_150kw,82.2,valencia,0,37.36
LZ-EV-006661,12,42.9,rapid_50kw,37.5,valencia,0,18.67
LZ-EV-006662,1,65.3,ultra_150kw,54.5,malaga,1,17.89
LZ-EV-006663,3,40.2,slow_7kw,69.5,sevilla,0,16.83
LZ-EV-006664,12,40.5,fast_22kw,41.6,valencia,0,20.71
LZ-EV-006665,7,24.2,ultra_150kw,76.3,bilbao,0,57.87
LZ-EV-006666,16,10.5,slow_7kw,80.7,bilbao,0,53.21
LZ-EV-006667,11,12.0,ultra_150kw,54.3,zaragoza,0,43.39
LZ-EV-006668,23,19.7,fast_22kw,45.6,sevilla,0,28.84
LZ-EV-006669,22,33.4,slow_7kw,69.9,madrid,0,40.94
LZ-EV-006670,16,41.5,slow_7kw,67.7,madrid,0,39.13
LZ-EV-006671,19,41.6,slow_7kw,58.3,valencia,0,31.01
LZ-EV-006672,8,27.5,slow_7kw,60.2,murcia,1,39.26
LZ-EV-006673,1,57.2,fast_22kw,75.0,madrid,0,30.2
LZ-EV-006674,11,66.7,rapid_50kw,48.4,bilbao,1,14.54
LZ-EV-006675,17,63.0,slow_7kw,59.4,sevilla,1,22.58
LZ-EV-006676,0,25.4,fast_22kw,52.1,madrid,0,38.9
LZ-EV-006677,22,6.2,slow_7kw,86.5,malaga,1,42.33
LZ-EV-006678,2,63.4,slow_7kw,43.8,sevilla,0,15.4
LZ-EV-006679,20,46.3,rapid_50kw,91.6,zaragoza,0,20.3
LZ-EV-006680,7,33.6,fast_22kw,70.8,barcelona,0,25.16
LZ-EV-006681,22,31.8,fast_22kw,76.0,bilbao,1,49.79
LZ-EV-006682,17,50.1,slow_7kw,29.7,murcia,0,13.91
LZ-EV-006683,5,22.4,ultra_150kw,86.2,valencia,0,48.28
LZ-EV-006684,9,3.1,fast_22kw,69.4,malaga,1,39.52
LZ-EV-006685,14,34.2,fast_22kw,55.6,madrid,0,27.15
LZ-EV-006686,15,48.7,fast_22kw,61.2,sevilla,0,31.71
LZ-EV-006687,8,22.1,rapid_50kw,56.7,madrid,0,34.36
LZ-EV-006688,22,9.7,fast_22kw,87.6,zaragoza,0,47.09
LZ-EV-006689,15,9.6,slow_7kw,43.6,sevilla,1,36.98
LZ-EV-006690,8,62.2,slow_7kw,63.3,zaragoza,0,21.92
LZ-EV-006691,9,15.9,fast_22kw,75.2,murcia,0,33.17
LZ-EV-006692,6,48.5,fast_22kw,83.8,madrid,0,40.42
LZ-EV-006693,3,9.6,fast_22kw,47.4,valencia,0,33.83
LZ-EV-006694,11,38.9,slow_7kw,58.1,bilbao,0,32.75
LZ-EV-006695,21,48.4,slow_7kw,78.5,zaragoza,0,28.41
LZ-EV-006696,13,2.0,rapid_50kw,52.9,valencia,0,28.6
LZ-EV-006697,17,37.5,rapid_50kw,68.8,valencia,0,28.01
LZ-EV-006698,0,13.5,rapid_50kw,59.1,murcia,0,39.31
LZ-EV-006699,16,21.8,ultra_150kw,85.2,malaga,0,49.33
LZ-EV-006700,18,22.4,rapid_50kw,56.5,barcelona,1,24.0
LZ-EV-006701,4,16.2,slow_7kw,55.6,madrid,0,38.94
LZ-EV-006702,8,9.2,fast_22kw,48.0,zaragoza,1,36.05
LZ-EV-006703,19,25.4,fast_22kw,63.2,valencia,0,30.69
LZ-EV-006704,12,46.7,slow_7kw,91.0,zaragoza,1,47.92
LZ-EV-006705,5,33.6,fast_22kw,67.6,madrid,1,17.09
LZ-EV-006706,4,36.1,slow_7kw,43.2,valencia,0,24.21
LZ-EV-006707,2,55.9,fast_22kw,80.1,bilbao,0,30.96
LZ-EV-006708,22,39.8,fast_22kw,82.8,valencia,0,24.29
LZ-EV-006709,21,22.0,fast_22kw,56.9,bilbao,1,41.54
LZ-EV-006710,6,25.9,slow_7kw,60.9,barcelona,1,43.14
LZ-EV-006711,7,56.3,slow_7kw,59.8,madrid,1,24.56
LZ-EV-006712,5,36.3,fast_22kw,28.5,malaga,0,17.7
LZ-EV-006713,21,38.9,ultra_150kw,66.4,barcelona,0,36.4
LZ-EV-006714,0,38.3,slow_7kw,68.1,bilbao,1,37.49
LZ-EV-006715,9,10.9,slow_7kw,74.1,valencia,0,51.1
LZ-EV-006716,9,33.0,rapid_50kw,46.5,sevilla,1,20.92
LZ-EV-006717,8,58.7,fast_22kw,49.3,murcia,0,17.65
LZ-EV-006718,16,13.3,slow_7kw,66.2,malaga,1,54.09
LZ-EV-006719,4,33.7,fast_22kw,47.8,madrid,0,27.92
LZ-EV-006720,0,15.0,slow_7kw,78.4,madrid,0,36.56
LZ-EV-006721,16,29.6,rapid_50kw,56.5,madrid,1,27.5
LZ-EV-006722,2,48.1,fast_22kw,76.0,murcia,0,21.75
LZ-EV-006723,16,59.4,fast_22kw,97.9,zaragoza,0,37.38
LZ-EV-006724,8,27.2,fast_22kw,53.0,bilbao,0,35.19
LZ-EV-006725,17,21.1,fast_22kw,69.8,zaragoza,0,31.57
LZ-EV-006726,19,10.1,rapid_50kw,59.1,bilbao,0,26.14
LZ-EV-006727,16,34.3,ultra_150kw,64.9,valencia,0,26.72
