part_id,material,feed_rate,cutting_speed,depth_of_cut,tool_nose_radius,tool_wear_time,surface_roughness_ra
3077,Carbon_Steel_1045,0.202,118.3,0.478,0.2,4.1,8.61
3078,Aluminum_6061,0.325,348.0,1.68,0.4,47.4,12.619
3079,Stainless_304,0.324,84.7,0.877,1.2,49.5,7.839
3080,Carbon_Steel_1045,0.17,336.8,2.321,1.2,12.8,1.076
3081,Carbon_Steel_1045,0.15,292.7,2.058,0.2,47.9,7.87
3082,Carbon_Steel_1045,0.101,301.7,2.138,0.2,21.7,2.33
3083,Aluminum_6061,0.347,288.5,0.782,1.2,25.4,3.633
3084,Stainless_304,0.401,112.5,2.199,1.2,56.2,12.549
3085,Carbon_Steel_1045,0.392,239.8,1.106,0.4,53.5,22.259
3086,Aluminum_6061,0.192,277.0,2.996,0.2,22.5,6.614
3087,Carbon_Steel_1045,0.142,273.7,2.262,0.2,29.3,5.197
3088,Aluminum_6061,0.254,131.5,1.874,0.4,17.2,6.191
3089,Stainless_304,0.296,104.3,2.635,0.8,30.9,9.438
3090,Carbon_Steel_1045,0.464,148.4,1.871,0.2,40.9,61.824
3091,Stainless_304,0.444,194.0,1.77,0.8,5.6,12.897
3092,Stainless_304,0.462,222.1,0.903,1.2,55.2,13.852
3093,Carbon_Steel_1045,0.433,301.1,2.115,0.2,43.1,54.136
3094,Carbon_Steel_1045,0.484,280.7,1.28,1.2,5.8,6.244
3095,Carbon_Steel_1045,0.259,252.8,0.368,1.2,52.1,3.286
3096,Aluminum_6061,0.071,129.0,2.494,0.4,44.6,0.673
3097,Stainless_304,0.088,193.7,0.393,0.2,18.8,2.285
3098,Carbon_Steel_1045,0.226,150.6,2.099,0.4,31.3,6.325
3099,Stainless_304,0.166,120.5,0.681,0.4,51.6,6.519
3100,Carbon_Steel_1045,0.126,53.1,1.44,0.4,58.1,3.233
3101,Aluminum_6061,0.479,151.8,2.613,1.2,16.9,7.698
3102,Carbon_Steel_1045,0.138,126.8,0.51,0.2,39.0,4.785
3103,Aluminum_6061,0.482,221.6,2.085,0.4,51.6,26.886
3104,Aluminum_6061,0.392,68.7,1.935,1.2,59.3,8.23
3105,Carbon_Steel_1045,0.338,131.2,2.636,0.2,4.2,27.61
3106,Aluminum_6061,0.354,63.4,0.725,0.2,30.2,31.739
3107,Stainless_304,0.199,242.4,2.449,0.4,52.4,8.743
3108,Carbon_Steel_1045,0.341,220.5,1.488,1.2,0.2,3.163
3109,Carbon_Steel_1045,0.134,151.2,1.429,1.2,26.2,0.713
3110,Aluminum_6061,0.472,94.2,1.245,1.2,35.1,9.333
3111,Aluminum_6061,0.186,337.4,1.31,1.2,31.6,1.18
3112,Carbon_Steel_1045,0.165,225.3,1.68,0.2,44.0,8.087
3113,Aluminum_6061,0.37,253.7,0.544,0.4,3.9,10.888
3114,Carbon_Steel_1045,0.345,209.4,1.419,0.8,47.1,8.495
3115,Carbon_Steel_1045,0.253,292.0,2.043,0.2,17.0,14.111
3116,Aluminum_6061,0.335,318.9,1.62,1.2,49.5,3.812
3117,Carbon_Steel_1045,0.122,164.8,0.706,0.8,25.2,0.921
3118,Aluminum_6061,0.353,257.0,1.248,1.2,2.6,3.287
3119,Aluminum_6061,0.172,119.0,1.468,0.4,57.8,3.965
3120,Stainless_304,0.173,245.6,2.089,0.8,46.8,3.257
3121,Aluminum_6061,0.123,169.7,2.727,0.2,20.9,3.468
3122,Aluminum_6061,0.2,52.0,1.764,0.2,16.2,8.444
3123,Carbon_Steel_1045,0.199,336.7,2.11,0.8,35.3,2.689
3124,Carbon_Steel_1045,0.254,310.5,0.462,0.2,59.2,22.036
3125,Stainless_304,0.136,137.3,2.875,0.4,17.4,3.25
3126,Stainless_304,0.137,349.3,1.117,1.2,56.9,1.35
3127,Stainless_304,0.294,145.1,1.224,0.4,19.8,12.217
3128,Carbon_Steel_1045,0.108,187.7,0.863,0.4,42.2,1.745
3129,Carbon_Steel_1045,0.36,305.4,0.483,0.4,22.9,14.462
3130,Aluminum_6061,0.475,141.4,2.423,0.8,5.1,8.654
3131,Stainless_304,0.242,185.2,0.911,1.2,56.2,3.947
3132,Carbon_Steel_1045,0.455,249.7,1.027,0.8,9.8,10.506
3133,Aluminum_6061,0.094,89.1,0.75,0.4,56.7,1.273
3134,Carbon_Steel_1045,0.069,176.7,2.931,0.4,6.2,0.56
3135,Stainless_304,0.375,142.8,2.398,0.2,16.0,47.618
3136,Carbon_Steel_1045,0.392,253.0,2.807,0.2,55.3,51.719
3137,Aluminum_6061,0.429,90.8,2.62,0.4,39.5,25.08
3138,Stainless_304,0.076,119.8,2.742,0.4,11.4,0.958
3139,Aluminum_6061,0.4,263.4,1.567,1.2,35.5,5.966
3140,Stainless_304,0.219,96.9,0.719,1.2,10.8,2.567
3141,Carbon_Steel_1045,0.187,176.6,1.149,0.2,52.5,10.761
3142,Stainless_304,0.128,263.9,1.054,0.4,3.0,2.128
3143,Stainless_304,0.498,279.6,2.222,0.2,31.8,91.524
3144,Carbon_Steel_1045,0.079,78.5,0.321,0.2,3.8,1.335
3145,Stainless_304,0.422,305.6,0.641,0.4,41.7,31.646
3146,Aluminum_6061,0.338,267.2,2.128,1.2,56.1,5.126
3147,Aluminum_6061,0.381,151.8,0.589,0.2,49.9,31.34
3148,Carbon_Steel_1045,0.37,279.1,0.383,0.8,22.3,7.476
3149,Carbon_Steel_1045,0.436,268.5,0.55,0.4,14.2,21.397
3150,Aluminum_6061,0.133,230.3,2.149,0.8,7.3,0.715
3151,Carbon_Steel_1045,0.05,217.5,0.633,1.2,52.4,0.128
3152,Stainless_304,0.319,270.4,0.652,1.2,4.9,3.831
3153,Stainless_304,0.209,349.8,0.883,1.2,37.7,2.574
3154,Aluminum_6061,0.106,223.6,2.315,0.4,22.0,1.066
3155,Carbon_Steel_1045,0.134,292.6,0.801,0.2,59.7,6.133
3156,Aluminum_6061,0.199,273.3,0.347,1.2,30.5,1.156
3157,Aluminum_6061,0.082,306.7,2.741,1.2,32.9,0.227
3158,Stainless_304,0.076,336.4,2.66,1.2,55.1,0.393
3159,Stainless_304,0.462,107.9,0.758,0.4,58.2,60.059
3160,Aluminum_6061,0.19,99.6,0.98,0.4,35.0,4.292
3161,Aluminum_6061,0.492,225.9,0.769,0.2,47.8,53.624
3162,Carbon_Steel_1045,0.484,184.8,2.229,0.4,38.1,29.14
3163,Carbon_Steel_1045,0.114,221.2,0.938,0.4,25.6,1.431
3164,Aluminum_6061,0.372,289.4,2.811,0.4,3.4,10.887
3165,Aluminum_6061,0.32,329.5,2.526,1.2,43.1,4.102
3166,Carbon_Steel_1045,0.361,175.2,1.868,0.8,42.0,9.354
3167,Aluminum_6061,0.093,265.4,0.275,0.2,7.0,1.177
3168,Stainless_304,0.135,109.0,2.68,0.8,13.8,1.808
3169,Stainless_304,0.084,210.4,2.251,0.8,43.9,0.909
3170,Carbon_Steel_1045,0.322,56.5,2.417,0.8,9.0,7.41
3171,Carbon_Steel_1045,0.494,201.1,0.448,1.2,41.5,12.627
3172,Stainless_304,0.352,213.6,2.199,1.2,43.1,9.665
3173,Aluminum_6061,0.37,270.6,2.463,0.4,21.2,15.343
3174,Stainless_304,0.493,244.8,2.881,0.4,15.5,36.377
3175,Aluminum_6061,0.355,157.5,1.846,0.2,22.4,23.759
3176,Stainless_304,0.068,51.7,1.647,1.2,21.6,0.358
3177,Aluminum_6061,0.44,84.6,1.42,1.2,36.4,7.647
3178,Stainless_304,0.214,341.9,2.179,0.8,44.6,4.073
3179,Aluminum_6061,0.052,326.7,2.782,0.2,51.7,0.626
3180,Stainless_304,0.278,147.5,1.899,0.8,1.8,5.097
3181,Carbon_Steel_1045,0.472,127.7,0.875,1.2,43.6,9.806
3182,Aluminum_6061,0.166,180.9,0.298,0.2,18.9,4.296
3183,Stainless_304,0.271,257.0,1.953,0.8,50.3,7.261
3184,Aluminum_6061,0.128,157.0,2.628,0.8,4.5,0.627
3185,Carbon_Steel_1045,0.076,70.2,0.431,0.8,33.1,0.476
3186,Aluminum_6061,0.086,170.8,1.343,0.8,32.9,0.404
3187,Stainless_304,0.377,128.2,2.835,1.2,19.6,8.923
3188,Stainless_304,0.439,147.5,1.63,0.2,58.2,95.786
3189,Carbon_Steel_1045,0.114,98.9,0.857,0.8,6.4,0.692
3190,Stainless_304,0.18,247.7,1.223,1.2,8.2,1.502
3191,Stainless_304,0.138,208.0,1.372,1.2,38.7,1.231
3192,Carbon_Steel_1045,0.062,131.3,0.573,0.4,30.9,0.505
3193,Aluminum_6061,0.299,216.2,2.067,1.2,15.9,2.334
3194,Carbon_Steel_1045,0.365,197.8,1.878,0.4,18.3,16.092
3195,Aluminum_6061,0.342,288.8,2.031,0.4,9.4,8.338
3196,Carbon_Steel_1045,0.225,336.8,1.93,1.2,52.1,2.616
3197,Aluminum_6061,0.3,89.2,0.296,0.4,34.2,10.6
3198,Stainless_304,0.092,315.2,0.73,0.4,14.7,1.013
3199,Carbon_Steel_1045,0.119,261.4,0.705,0.8,23.6,0.81
3200,Carbon_Steel_1045,0.469,257.8,0.519,0.8,54.4,16.568
3201,Aluminum_6061,0.393,162.3,2.273,1.2,53.2,7.209
3202,Aluminum_6061,0.465,153.2,0.58,0.8,4.1,8.308
3203,Stainless_304,0.463,51.7,2.088,0.2,39.2,99.718
3204,Carbon_Steel_1045,0.342,344.7,0.741,0.2,9.2,22.277
3205,Stainless_304,0.468,232.0,0.575,1.2,12.7,9.212
3206,Carbon_Steel_1045,0.238,170.7,0.697,0.4,51.9,8.105
3207,Aluminum_6061,0.052,213.1,1.648,0.2,53.7,0.722
3208,Carbon_Steel_1045,0.078,62.2,2.025,0.2,5.0,1.577
3209,Carbon_Steel_1045,0.099,102.1,2.483,0.2,52.4,3.896
3210,Aluminum_6061,0.093,237.0,0.604,0.2,43.7,1.866
3211,Carbon_Steel_1045,0.208,204.3,1.945,1.2,46.5,1.908
3212,Aluminum_6061,0.366,286.1,2.378,0.8,47.5,9.083
3213,Aluminum_6061,0.406,247.6,1.109,0.8,30.4,6.936
3214,Aluminum_6061,0.316,230.4,0.469,0.2,56.8,25.595
3215,Carbon_Steel_1045,0.116,294.6,0.679,0.8,12.0,0.759
3216,Carbon_Steel_1045,0.387,70.5,0.502,1.2,30.3,7.448
3217,Aluminum_6061,0.21,257.3,2.69,1.2,19.1,1.4
3218,Stainless_304,0.056,264.7,1.286,0.4,49.3,0.638
3219,Stainless_304,0.176,132.5,1.689,0.8,5.0,2.218
3220,Carbon_Steel_1045,0.199,108.7,2.364,0.4,26.0,6.874
3221,Aluminum_6061,0.173,114.2,1.272,1.2,46.4,1.24
3222,Aluminum_6061,0.415,109.4,2.035,1.2,18.7,5.562
3223,Aluminum_6061,0.392,207.1,0.461,0.2,14.4,24.508
3224,Stainless_304,0.363,90.7,1.572,0.4,15.8,26.038
3225,Stainless_304,0.113,247.8,0.515,0.2,42.8,4.4
3226,Aluminum_6061,0.414,81.5,0.933,0.8,17.2,9.045
3227,Carbon_Steel_1045,0.355,58.1,1.057,0.4,24.2,20.045
3228,Aluminum_6061,0.138,145.8,2.223,0.8,32.7,1.175
3229,Aluminum_6061,0.342,107.6,2.104,1.2,56.4,6.399
3230,Aluminum_6061,0.268,346.6,2.304,1.2,47.7,3.154
3231,Aluminum_6061,0.248,140.9,0.42,0.2,11.1,10.558
3232,Aluminum_6061,0.1,116.6,2.983,0.2,53.0,2.944
3233,Aluminum_6061,0.283,109.0,0.4,1.2,50.7,3.586
3234,Carbon_Steel_1045,0.095,162.2,2.521,0.2,44.7,2.849
3235,Carbon_Steel_1045,0.124,231.8,2.286,0.4,31.0,2.488
3236,Carbon_Steel_1045,0.11,284.6,1.877,1.2,4.2,0.351
3237,Carbon_Steel_1045,0.479,159.4,1.457,0.4,42.7,36.283
3238,Carbon_Steel_1045,0.178,237.8,2.332,0.2,31.1,7.451
3239,Carbon_Steel_1045,0.21,194.6,2.285,1.2,18.6,1.764
3240,Stainless_304,0.195,303.9,0.627,0.8,0.6,2.032
3241,Aluminum_6061,0.454,220.7,2.43,0.4,13.9,19.296
3242,Carbon_Steel_1045,0.303,137.0,0.466,0.8,36.3,6.813
3243,Aluminum_6061,0.464,261.1,1.627,0.8,6.7,9.125
3244,Carbon_Steel_1045,0.185,296.0,2.024,0.8,39.3,2.612
3245,Carbon_Steel_1045,0.102,189.6,2.51,1.2,49.2,0.562
3246,Stainless_304,0.3,346.2,1.524,1.2,19.1,4.011
3247,Stainless_304,0.205,313.7,0.901,0.4,4.9,4.65
3248,Carbon_Steel_1045,0.411,109.1,1.599,1.2,8.4,6.484
3249,Aluminum_6061,0.446,286.0,0.938,1.2,21.5,5.831
3250,Stainless_304,0.263,230.3,1.704,0.2,48.8,28.983
3251,Aluminum_6061,0.487,210.4,1.522,0.4,38.1,25.281
3252,Carbon_Steel_1045,0.299,204.2,2.396,0.8,52.1,8.274
3253,Stainless_304,0.172,306.0,0.91,1.2,59.7,1.824
3254,Carbon_Steel_1045,0.27,233.3,0.8,0.8,12.2,3.453
3255,Carbon_Steel_1045,0.067,211.3,1.554,0.8,41.7,0.295
3256,Aluminum_6061,0.412,64.7,0.389,0.4,28.0,19.369
3257,Aluminum_6061,0.096,184.5,0.881,0.2,29.6,2.048
3258,Stainless_304,0.189,322.4,1.223,1.2,19.5,1.669
3259,Aluminum_6061,0.304,263.5,1.591,0.8,20.6,4.194
3260,Aluminum_6061,0.069,65.3,0.991,0.4,40.6,0.687
3261,Carbon_Steel_1045,0.086,315.2,1.792,1.2,37.2,0.315
3262,Carbon_Steel_1045,0.363,298.0,2.666,0.2,19.1,31.114
3263,Aluminum_6061,0.082,214.0,1.745,0.4,7.1,0.546
3264,Aluminum_6061,0.265,56.7,1.039,1.2,34.7,2.791
3265,Carbon_Steel_1045,0.202,218.7,0.42,0.4,44.4,5.471
3266,Carbon_Steel_1045,0.153,66.4,0.626,1.2,33.5,1.238
3267,Stainless_304,0.135,146.1,1.793,1.2,0.2,0.871
3268,Aluminum_6061,0.394,238.7,2.13,0.2,16.9,30.751
3269,Stainless_304,0.478,323.9,0.387,0.4,46.7,48.913
3270,Aluminum_6061,0.113,157.3,0.76,1.2,44.6,0.53
3271,Aluminum_6061,0.482,308.0,1.127,0.4,0.6,14.919
3272,Stainless_304,0.318,325.5,1.129,0.2,28.2,31.54
3273,Stainless_304,0.339,56.3,2.886,0.2,26.2,50.304
3274,Aluminum_6061,0.369,121.8,0.81,0.2,39.1,31.606
3275,Carbon_Steel_1045,0.367,263.0,0.422,0.2,7.5,24.995
3276,Stainless_304,0.419,277.1,1.221,0.4,37.3,31.999
3277,Aluminum_6061,0.268,167.7,0.62,0.4,56.8,8.499
3278,Aluminum_6061,0.29,247.0,0.598,1.2,22.3,2.691
3279,Carbon_Steel_1045,0.196,233.6,1.37,0.8,20.2,1.862
3280,Stainless_304,0.097,271.9,1.093,0.2,1.7,2.15
3281,Carbon_Steel_1045,0.349,265.6,0.502,0.2,3.4,22.811
3282,Carbon_Steel_1045,0.065,75.8,1.912,0.2,55.9,1.764
3283,Stainless_304,0.174,97.5,1.63,0.4,58.5,7.615
3284,Aluminum_6061,0.092,89.8,0.462,0.8,0.3,0.392
3285,Stainless_304,0.136,329.7,2.623,0.2,54.0,7.637
3286,Aluminum_6061,0.337,324.1,1.033,0.4,10.4,7.307
3287,Carbon_Steel_1045,0.333,289.2,2.894,0.4,33.7,15.581
3288,Carbon_Steel_1045,0.239,85.0,2.812,0.2,40.7,17.682
3289,Aluminum_6061,0.091,222.3,1.444,0.2,21.5,1.42
3290,Carbon_Steel_1045,0.245,106.2,0.879,0.2,31.7,18.048
3291,Stainless_304,0.209,160.5,2.546,0.2,37.7,17.284
3292,Carbon_Steel_1045,0.374,130.1,1.244,1.2,11.6,5.463
3293,Aluminum_6061,0.311,298.7,0.7,1.2,59.7,3.589
3294,Aluminum_6061,0.271,93.3,1.767,0.8,12.2,3.859
3295,Carbon_Steel_1045,0.269,243.9,1.596,1.2,0.6,1.847
3296,Carbon_Steel_1045,0.485,345.2,2.588,1.2,56.7,14.042
3297,Carbon_Steel_1045,0.39,256.1,2.256,1.2,25.7,6.027
3298,Aluminum_6061,0.274,73.8,2.659,0.2,23.9,20.619
3299,Carbon_Steel_1045,0.266,322.4,2.27,1.2,16.5,2.374
3300,Aluminum_6061,0.062,242.9,2.016,0.4,1.5,0.324
3301,Aluminum_6061,0.474,186.9,1.625,0.8,15.9,9.358
3302,Carbon_Steel_1045,0.194,247.9,2.966,1.2,23.6,1.353
3303,Carbon_Steel_1045,0.165,313.7,2.888,0.4,31.2,3.588
3304,Stainless_304,0.5,193.1,2.584,0.4,27.5,49.613
3305,Carbon_Steel_1045,0.373,209.4,2.382,0.2,52.7,49.102
3306,Aluminum_6061,0.071,185.7,1.838,0.2,54.7,1.492
3307,Stainless_304,0.078,71.8,0.964,0.2,19.0,2.328
3308,Aluminum_6061,0.061,286.1,2.657,0.4,57.6,0.471
3309,Stainless_304,0.32,87.9,0.28,1.2,51.9,8.445
3310,Aluminum_6061,0.082,168.4,0.875,0.4,55.7,0.89
3311,Stainless_304,0.47,166.0,1.36,0.8,42.4,21.085
3312,Stainless_304,0.472,134.0,1.862,0.2,11.9,69.994
3313,Stainless_304,0.296,170.8,1.792,0.8,11.7,6.423
3314,Aluminum_6061,0.327,235.4,0.733,1.2,54.5,4.867
3315,Stainless_304,0.181,143.4,0.538,0.4,30.4,5.596
3316,Carbon_Steel_1045,0.079,101.8,0.861,0.4,53.4,1.043
3317,Aluminum_6061,0.382,310.8,1.209,1.2,43.2,5.0
3318,Carbon_Steel_1045,0.096,341.2,0.289,0.8,12.8,0.496
3319,Carbon_Steel_1045,0.089,187.6,2.154,0.4,23.1,0.932
3320,Stainless_304,0.19,148.1,0.931,0.2,58.1,18.511
3321,Stainless_304,0.056,64.2,1.216,1.2,1.2,0.139
3322,Carbon_Steel_1045,0.245,61.1,1.171,0.8,42.9,5.52
3323,Carbon_Steel_1045,0.368,167.9,1.658,0.2,58.7,48.319
3324,Aluminum_6061,0.411,329.1,2.614,0.8,6.2,7.139
3325,Carbon_Steel_1045,0.322,269.2,0.661,1.2,16.3,3.833
3326,Stainless_304,0.431,154.8,1.187,1.2,32.8,11.542
3327,Carbon_Steel_1045,0.233,340.4,2.153,0.2,50.6,15.643
3328,Stainless_304,0.432,178.6,0.372,0.4,30.4,35.88
3329,Carbon_Steel_1045,0.278,133.0,2.532,1.2,3.6,2.598
3330,Carbon_Steel_1045,0.15,177.9,2.895,1.2,7.6,0.681
3331,Carbon_Steel_1045,0.475,113.5,1.921,0.8,22.6,13.105
3332,Aluminum_6061,0.174,315.7,2.88,0.4,19.4,2.441
3333,Stainless_304,0.062,158.4,1.386,1.2,13.2,0.199
3334,Stainless_304,0.159,247.4,1.391,0.8,50.4,3.075
3335,Stainless_304,0.215,166.7,0.542,0.8,1.6,2.382
3336,Stainless_304,0.208,320.5,0.347,1.2,49.8,2.516
3337,Carbon_Steel_1045,0.286,242.7,0.922,0.4,55.3,12.669
3338,Carbon_Steel_1045,0.447,196.5,1.565,0.8,37.8,15.922
3339,Stainless_304,0.182,89.6,1.646,0.2,37.5,13.525
3340,Aluminum_6061,0.284,320.6,0.848,0.8,8.9,3.105
3341,Stainless_304,0.203,214.0,1.935,0.8,34.1,3.712
3342,Aluminum_6061,0.42,135.5,0.748,1.2,22.5,7.133
3343,Stainless_304,0.121,313.4,1.147,0.4,13.7,1.979
3344,Carbon_Steel_1045,0.097,66.3,0.788,1.2,35.0,0.507
3345,Stainless_304,0.276,144.2,2.166,0.8,0.1,5.07
3346,Carbon_Steel_1045,0.352,211.0,1.671,0.2,16.6,26.723
3347,Carbon_Steel_1045,0.408,151.9,2.274,0.2,39.4,55.504
3348,Stainless_304,0.315,193.0,0.407,0.2,27.3,29.288
3349,Carbon_Steel_1045,0.398,129.3,1.42,0.4,8.7,14.681
3350,Aluminum_6061,0.227,89.0,2.909,0.8,0.1,2.238
3351,Aluminum_6061,0.065,61.1,0.397,1.2,16.2,0.153
3352,Carbon_Steel_1045,0.102,97.3,1.401,1.2,32.9,0.502
3353,Carbon_Steel_1045,0.067,335.9,0.361,0.8,32.1,0.268
3354,Carbon_Steel_1045,0.198,222.6,0.653,0.4,7.9,3.339
3355,Aluminum_6061,0.273,196.7,1.522,0.8,36.8,4.509
3356,Aluminum_6061,0.21,165.3,0.683,0.4,59.9,6.269
3357,Stainless_304,0.302,262.5,1.677,0.2,35.1,32.511
3358,Carbon_Steel_1045,0.266,92.4,2.788,0.8,31.7,5.764
3359,Aluminum_6061,0.355,132.8,0.801,1.2,37.4,4.35
3360,Aluminum_6061,0.35,246.8,0.545,0.2,52.8,25.935
3361,Aluminum_6061,0.193,193.7,2.52,0.2,56.8,10.296
3362,Stainless_304,0.206,281.0,1.516,0.2,2.5,10.472
3363,Carbon_Steel_1045,0.313,319.1,2.677,0.2,12.3,21.467
3364,Carbon_Steel_1045,0.318,297.0,1.092,0.2,6.9,17.929
3365,Carbon_Steel_1045,0.192,105.3,1.976,0.2,46.3,13.528
3366,Stainless_304,0.199,77.4,2.789,0.2,2.7,13.904
3367,Aluminum_6061,0.362,100.8,0.722,0.4,54.2,18.33
3368,Aluminum_6061,0.341,285.1,2.452,0.8,1.2,4.305
3369,Carbon_Steel_1045,0.111,324.1,1.987,0.2,36.2,3.175
3370,Stainless_304,0.248,327.6,2.486,0.4,16.5,8.98
3371,Carbon_Steel_1045,0.452,139.5,0.719,1.2,28.2,8.979
3372,Carbon_Steel_1045,0.066,302.1,1.444,0.2,26.5,1.18
3373,Stainless_304,0.435,210.9,0.604,1.2,44.9,12.95
3374,Aluminum_6061,0.123,296.8,2.89,0.8,29.8,0.846
3375,Carbon_Steel_1045,0.278,214.5,0.422,0.8,25.3,4.299
3376,Carbon_Steel_1045,0.241,93.8,0.43,0.4,43.8,8.663
3377,Stainless_304,0.055,73.8,2.72,0.4,55.5,0.854
3378,Aluminum_6061,0.462,337.2,1.077,0.4,47.6,26.271
3379,Carbon_Steel_1045,0.255,177.7,1.892,0.2,44.2,22.972
3380,Stainless_304,0.479,155.2,1.041,0.4,29.3,33.456
3381,Carbon_Steel_1045,0.179,156.9,2.034,1.2,54.0,2.246
3382,Carbon_Steel_1045,0.44,163.7,0.779,0.2,29.2,51.249
3383,Aluminum_6061,0.465,333.5,1.512,0.8,55.8,14.207
3384,Aluminum_6061,0.301,68.8,1.717,0.8,48.2,5.865
3385,Carbon_Steel_1045,0.141,85.7,1.168,0.2,9.0,4.527
3386,Aluminum_6061,0.358,286.9,0.942,0.2,2.8,18.797
3387,Stainless_304,0.297,214.8,0.636,0.8,44.5,7.625
3388,Carbon_Steel_1045,0.475,88.6,2.192,0.2,41.2,61.712
3389,Stainless_304,0.248,60.3,0.713,1.2,36.1,4.588
3390,Aluminum_6061,0.171,117.3,1.053,0.2,58.6,8.389
3391,Aluminum_6061,0.112,128.2,1.176,0.2,32.7,3.205
3392,Stainless_304,0.364,54.3,1.5,0.4,20.9,25.712
3393,Aluminum_6061,0.488,114.8,2.182,0.4,33.9,29.098
3394,Aluminum_6061,0.063,271.5,1.427,0.2,1.7,0.579
3395,Carbon_Steel_1045,0.383,306.6,2.646,0.8,34.8,10.737
3396,Aluminum_6061,0.467,319.5,2.119,0.4,54.1,25.691
3397,Aluminum_6061,0.084,167.0,2.556,0.8,0.3,0.293
3398,Aluminum_6061,0.1,145.8,2.22,0.2,50.7,2.616
3399,Stainless_304,0.361,350.0,0.659,0.2,48.1,48.198
3400,Aluminum_6061,0.342,280.8,2.939,0.2,6.4,19.562
3401,Carbon_Steel_1045,0.081,211.2,2.413,0.2,50.8,2.281
3402,Carbon_Steel_1045,0.425,126.4,1.825,1.2,45.8,10.274
3403,Carbon_Steel_1045,0.286,146.4,0.704,0.4,29.5,9.77
3404,Carbon_Steel_1045,0.458,204.6,0.725,0.4,14.7,18.86
3405,Aluminum_6061,0.445,212.6,1.939,0.8,17.3,8.861
3406,Aluminum_6061,0.416,54.1,1.395,0.2,36.7,51.022
3407,Carbon_Steel_1045,0.282,337.8,2.109,0.8,14.8,4.306
3408,Stainless_304,0.163,222.7,1.274,0.8,19.5,2.055
3409,Carbon_Steel_1045,0.278,226.7,1.66,1.2,55.9,4.156
3410,Carbon_Steel_1045,0.095,113.4,0.767,0.2,43.8,2.94
3411,Stainless_304,0.346,279.5,0.677,0.2,44.2,40.487
3412,Stainless_304,0.11,271.2,0.458,1.2,57.4,0.875
3413,Stainless_304,0.28,78.5,2.504,0.4,0.3,12.547
3414,Carbon_Steel_1045,0.074,228.5,1.777,0.2,14.7,1.163
3415,Stainless_304,0.185,247.5,2.855,0.8,39.5,3.492
3416,Carbon_Steel_1045,0.154,300.7,2.311,0.4,26.3,2.532
3417,Carbon_Steel_1045,0.329,111.8,2.364,1.2,6.8,4.16
3418,Stainless_304,0.404,313.3,1.65,1.2,46.9,10.426
3419,Carbon_Steel_1045,0.076,188.4,2.492,0.8,2.8,0.313
3420,Stainless_304,0.433,79.0,2.841,0.2,32.6,82.845
3421,Stainless_304,0.437,81.7,2.235,0.8,33.7,22.544
3422,Carbon_Steel_1045,0.204,109.3,0.54,0.2,38.2,12.02
3423,Aluminum_6061,0.347,134.8,2.04,1.2,18.9,3.364
3424,Stainless_304,0.231,198.9,0.581,0.8,1.4,3.084
3425,Aluminum_6061,0.119,274.6,0.462,0.4,53.3,1.682
3426,Carbon_Steel_1045,0.288,106.0,2.155,1.2,55.8,5.296
3427,Aluminum_6061,0.089,347.8,2.546,0.8,28.9,0.399
3428,Stainless_304,0.445,98.5,0.687,0.4,1.2,25.456
3429,Stainless_304,0.466,229.8,0.454,0.2,34.9,71.937
3430,Aluminum_6061,0.42,328.7,2.688,0.8,19.0,7.278
3431,Carbon_Steel_1045,0.303,299.8,0.614,0.4,10.9,7.331
3432,Stainless_304,0.301,244.4,0.346,0.2,10.1,22.758
3433,Aluminum_6061,0.493,264.6,2.233,0.2,10.8,37.634
3434,Aluminum_6061,0.162,90.3,2.581,0.8,19.9,1.597
3435,Carbon_Steel_1045,0.084,52.9,1.665,1.2,16.8,0.278
3436,Stainless_304,0.303,180.2,1.735,0.4,50.2,20.399
3437,Carbon_Steel_1045,0.198,76.9,1.176,0.2,29.7,13.928
3438,Aluminum_6061,0.195,157.3,0.906,0.8,25.7,1.876
3439,Aluminum_6061,0.053,117.1,2.327,0.2,8.8,0.523
3440,Carbon_Steel_1045,0.318,324.9,2.586,0.2,52.6,32.881
3441,Aluminum_6061,0.169,314.0,1.133,0.8,3.3,1.022
3442,Carbon_Steel_1045,0.135,295.7,1.003,0.8,14.4,0.874
3443,Aluminum_6061,0.068,264.2,0.986,0.2,37.3,0.891
3444,Stainless_304,0.214,96.2,0.389,0.2,42.1,20.43
3445,Carbon_Steel_1045,0.446,64.5,1.023,0.2,48.1,61.955
3446,Stainless_304,0.202,246.2,0.321,0.8,24.6,3.261
3447,Aluminum_6061,0.356,242.7,2.418,0.8,20.8,5.808
3448,Carbon_Steel_1045,0.39,160.8,0.954,0.8,17.3,8.662
3449,Stainless_304,0.198,191.8,2.148,0.2,34.1,14.157
3450,Carbon_Steel_1045,0.42,196.7,1.744,1.2,20.9,7.826
3451,Aluminum_6061,0.361,122.0,2.553,0.2,19.7,28.287
3452,Aluminum_6061,0.302,144.2,2.891,1.2,1.0,2.423
3453,Carbon_Steel_1045,0.05,175.5,1.26,1.2,56.9,0.138
3454,Carbon_Steel_1045,0.066,231.0,0.493,0.4,3.6,0.374
3455,Stainless_304,0.496,336.7,2.312,1.2,16.3,14.383
3456,Stainless_304,0.402,211.5,0.309,0.8,55.3,14.941
3457,Carbon_Steel_1045,0.472,269.3,0.863,1.2,44.1,11.101
