u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
50.722,40.939,82.133,-118.787,70.7,5506.835,-175.96,60.411,76.754,57.641,26.379,57.799,74
79.307,18.629,31.347,-38.381,29.711,1694.984,-13.558,64.154,43.805,25.884,22.307,46.592,29
27.954,19.071,104.695,-128.132,78.724,4749.955,-192.582,77.771,84.296,53.358,23.193,75.283,27
75.441,49.493,91.404,-100.815,79.134,1999.988,-58.721,161.582,72.204,67.282,25.606,125.0,42
122.952,42.627,75.983,-43.719,63.267,5308.512,-106.912,19.51,71.056,49.451,26.385,16.431,74
128.223,18.258,60.533,-8.594,49.355,5999.932,-118.552,0.225,52.799,36.215,23.277,-0.721,4
85.92,18.906,52.803,-100.003,43.63,2499.974,-75.625,123.447,45.473,34.387,24.053,100.648,9
96.945,18.204,25.587,-0.66,26.065,1999.977,-2.001,1.097,33.855,23.477,23.905,-0.282,4
46.157,18.631,92.367,-122.155,70.298,5119.956,-177.862,67.772,75.819,47.803,23.127,64.724,31
104.536,70.454,104.863,-79.33,95.051,2923.98,-52.408,78.921,86.998,82.384,28.207,61.45,53
93.709,65.014,82.248,-83.608,75.679,2249.975,-35.443,114.408,62.539,70.549,25.862,84.243,20
81.721,28.638,86.959,-101.987,70.044,4180.1,-129.166,68.38,71.237,52.639,26.384,62.184,66
18.54,34.526,120.385,-43.9,88.837,564.751,-144.293,271.38,58.039,67.218,23.115,225.0,43
109.773,19.08,32.405,10.356,26.375,2525.282,-21.047,-12.012,27.359,23.207,23.151,-4.689,11
123.91,19.127,64.992,-44.021,56.23,4499.959,-87.68,24.675,76.598,42.831,23.839,20.037,20
17.458,54.935,99.831,-129.582,80.398,2960.868,-207.151,139.286,74.561,68.727,27.906,133.852,74
45.501,77.765,116.481,123.337,97.594,2979.615,-143.304,-144.267,73.811,85.738,26.381,-130.048,66
96.334,85.959,97.573,89.436,92.501,3125.282,-64.885,-88.975,85.756,88.056,26.385,-72.569,56
25.254,34.634,30.461,16.775,29.286,630.292,-18.074,-80.897,28.232,30.25,24.679,-59.729,57
130.031,18.809,68.393,-8.497,59.097,5499.946,-102.335,0.763,86.559,43.549,23.98,-0.244,24
129.899,19.381,56.249,-8.222,46.768,5499.945,-107.668,0.693,58.761,36.19,23.218,-0.337,24
8.175,18.183,63.708,-7.622,45.986,99.986,-79.94,188.411,35.035,36.96,22.789,155.206,18
127.738,50.2,76.266,29.075,68.906,4897.008,-93.455,-20.695,65.804,59.86,25.307,-18.705,49
22.068,55.459,124.007,-129.342,98.252,3890.894,-196.57,100.047,85.192,78.708,28.01,98.751,74
62.894,49.87,68.615,-70.372,62.158,1553.975,-46.466,140.671,66.595,56.257,26.185,106.548,49
15.917,65.948,104.791,64.334,85.806,988.905,-121.873,-253.438,68.777,74.411,26.271,-210.851,51
25.657,61.286,80.716,128.082,66.365,3506.561,-184.96,-130.46,68.609,58.321,26.276,-124.358,63
13.679,18.26,39.426,-11.641,31.949,249.983,-43.512,132.618,31.599,26.468,23.162,103.68,13
114.886,49.846,98.574,-63.591,84.404,2801.832,-31.652,64.529,74.881,70.054,27.768,47.927,53
30.11,18.688,26.648,-3.927,25.626,599.988,-2.98,15.773,35.467,23.756,19.851,10.891,36
103.131,29.815,34.569,-81.669,33.278,2499.926,-41.654,99.16,34.703,31.329,23.77,74.997,44
75.143,18.882,52.519,-108.021,43.26,2569.97,-99.912,130.199,48.791,33.721,22.424,110.887,32
57.062,18.73,101.349,-116.582,78.712,5999.943,-167.846,52.415,95.539,53.21,26.112,49.279,19
12.082,18.379,19.827,0.764,19.315,249.997,-2.0,1.098,26.373,19.127,23.176,0.127,13
85.588,18.631,53.847,-100.279,45.099,2499.966,-75.717,123.379,49.761,35.359,25.175,100.499,9
8.143,18.561,63.956,-7.609,45.986,99.992,-79.939,188.413,38.377,37.076,23.33,155.08,18
95.414,18.584,63.27,-89.477,52.571,4499.946,-122.509,55.177,61.182,38.513,25.346,48.962,4
91.639,18.523,31.933,-44.334,30.419,1959.977,-13.558,64.153,41.157,26.335,22.119,46.609,30
131.629,49.927,63.843,-3.828,61.9,3191.164,-23.774,1.973,65.233,57.458,26.385,0.539,58
60.211,34.751,83.455,-115.65,65.66,3656.04,-149.321,94.343,61.954,52.57,24.425,86.661,55
4.981,19.137,121.522,-130.526,89.312,3499.967,-220.222,113.892,91.838,60.702,23.128,111.371,26
21.298,18.212,37.473,-2.881,33.737,419.995,-2.98,15.773,48.835,29.806,21.73,10.732,30
73.471,18.61,23.698,-0.293,23.761,1499.984,-2.001,1.098,31.808,22.289,23.339,0.001,8
121.196,39.285,87.256,-21.9,71.497,5238.741,-106.866,8.757,71.233,57.503,27.064,7.638,53
46.386,54.919,90.248,-40.3,76.332,1071.079,-34.43,111.508,68.286,65.588,26.385,82.625,68
21.316,24.348,71.116,-45.32,53.937,635.67,-121.231,240.208,69.385,42.741,26.372,197.996,52
40.828,74.741,64.694,-7.531,63.798,857.431,-4.049,22.295,62.823,64.379,25.802,14.63,55
23.642,54.88,72.177,-128.108,59.129,2477.957,-199.269,171.345,62.689,52.592,26.384,161.282,54
128.725,50.033,81.343,-1.156,69.564,3677.965,-53.316,-0.496,62.213,59.519,25.422,-1.271,66
36.088,61.224,95.045,126.636,81.932,2281.254,-142.296,-200.202,75.443,71.418,23.502,-176.55,62
131.254,18.565,42.831,-5.255,38.59,4499.957,-84.74,1.045,45.434,31.316,22.185,-0.586,21
4.021,19.305,25.151,-0.54,23.53,59.995,-2.98,15.774,27.774,23.004,19.726,10.907,36
118.208,68.783,95.948,53.816,84.786,5047.179,-103.428,-35.91,72.296,76.812,25.813,-32.53,79
100.0,59.674,76.335,83.573,65.588,3406.958,-77.727,-76.752,62.214,58.341,25.715,-64.796,76
131.696,23.074,36.613,-2.988,36.248,3499.97,-45.477,1.171,46.039,31.439,23.447,-0.567,23
2.194,21.025,116.82,-131.005,82.783,3499.97,-231.063,118.157,64.999,57.23,21.751,115.825,23
24.463,18.867,21.799,0.365,20.398,499.999,-2.0,1.098,32.341,19.851,23.205,0.036,7
119.147,63.373,72.202,-53.535,65.755,3093.293,-42.302,48.796,61.811,60.727,25.785,37.236,76
96.824,18.41,26.32,-0.743,26.385,1999.981,-2.001,1.097,37.892,23.998,23.366,-0.14,12
33.565,18.742,82.114,-117.069,51.327,1499.983,-166.063,301.706,38.314,34.65,19.878,256.304,36
40.081,49.875,62.913,-28.62,58.867,881.795,-25.088,93.748,67.575,54.753,25.79,68.02,49
23.629,19.335,39.452,-21.961,32.325,499.988,-43.511,132.618,32.82,27.047,23.17,103.255,7
64.853,28.884,80.312,114.348,64.303,2435.209,-90.933,-156.166,67.093,49.824,26.386,-130.25,53
63.157,19.109,45.942,-64.343,38.496,1499.984,-43.512,132.617,42.236,31.386,22.343,102.957,8
87.252,18.627,28.753,-98.925,24.967,2499.972,-75.652,123.479,26.853,21.454,23.178,101.247,9
78.761,27.381,65.236,-103.867,54.712,4501.75,-140.277,65.372,62.143,43.213,26.627,60.586,58
131.988,19.269,29.535,-2.075,30.069,2999.966,-17.14,1.347,40.236,26.199,23.764,-0.599,14
131.17,18.79,27.996,-0.741,29.126,2749.972,-1.993,1.071,37.655,25.703,23.484,-0.802,20
95.352,18.833,90.853,-89.504,69.11,4499.952,-122.231,55.213,62.297,50.027,25.406,48.769,4
23.539,91.045,83.727,0.008,82.966,499.983,-2.0,1.098,57.86,84.195,24.147,0.0,44
115.084,49.808,69.129,63.692,64.108,3344.955,-54.921,-57.095,64.313,57.502,25.182,-46.452,48
131.133,18.454,49.686,-6.459,43.293,4999.947,-97.728,0.938,52.19,33.641,24.89,-0.406,17
129.343,69.317,95.45,0.058,86.005,5521.5,-101.261,-4.139,81.487,77.311,26.39,-4.078,57
85.451,18.582,53.917,-100.415,45.102,2499.974,-75.714,123.392,50.674,35.143,24.904,100.533,9
63.122,18.418,45.986,-64.332,38.818,1499.979,-43.512,132.618,43.458,31.469,23.225,102.922,8
28.33,19.551,109.959,-94.522,70.254,1199.992,-166.065,301.706,38.292,45.986,19.873,256.943,36
24.941,18.702,116.995,-127.75,88.988,5849.944,-190.577,59.42,105.763,59.058,25.574,57.68,27
23.642,18.818,39.561,-22.057,33.002,500.002,-43.513,132.618,35.585,27.661,23.525,103.252,7
21.316,18.347,32.365,-2.828,29.887,419.996,-2.979,15.773,47.608,26.385,22.392,10.724,30
91.234,70.175,114.711,93.802,100.768,4500.321,-117.831,-69.015,78.521,88.627,26.385,-62.484,60
17.583,19.223,113.435,-129.955,84.477,4499.954,-201.315,84.283,92.265,57.469,23.182,81.68,20
66.353,41.58,72.062,25.355,60.703,1710.217,-28.097,-33.483,50.5,52.607,24.02,-29.925,72
31.086,19.228,100.929,-127.405,75.438,4749.955,-190.99,77.856,77.32,51.405,23.445,75.159,27
88.044,17.575,72.1,-95.749,57.473,4999.945,-138.471,53.387,65.157,40.108,23.042,48.408,6
102.163,88.12,126.624,-80.591,104.791,4459.82,-106.737,49.58,80.413,96.611,26.267,43.436,65
131.263,18.993,42.738,-5.289,38.35,4499.96,-84.84,1.037,45.67,30.731,22.281,-0.571,21
35.825,19.152,84.104,-126.246,62.142,4749.949,-189.547,77.87,63.221,42.75,24.854,75.087,27
48.965,18.658,23.796,13.663,23.187,1064.992,-4.252,-34.263,31.685,21.501,22.998,-25.412,10
110.121,29.411,69.67,-71.318,59.563,4224.562,-98.168,45.504,61.839,45.987,26.385,38.691,53
113.296,26.246,55.905,66.977,51.431,3286.712,-56.057,-60.632,62.096,42.774,26.385,-49.289,65
122.217,38.473,59.812,-48.067,56.182,3999.966,-75.305,31.176,66.828,49.29,24.681,25.0,44
122.578,49.885,62.306,-47.149,58.745,3999.963,-76.185,31.16,53.703,54.112,23.558,25.0,44
23.716,18.852,39.21,-22.001,31.42,499.998,-43.513,132.617,29.183,26.385,21.468,103.558,7
71.108,18.716,60.721,-110.557,45.986,2999.972,-123.851,113.182,42.404,36.211,21.808,100.099,14
35.721,18.728,85.086,-125.744,61.791,5499.945,-193.18,66.351,58.72,41.555,23.08,63.93,20
87.88,18.227,72.012,-95.927,57.046,4999.947,-138.489,53.379,63.685,39.518,23.624,48.36,6
29.834,18.659,103.689,-127.582,78.587,4749.957,-191.434,77.838,81.068,52.725,19.961,75.197,31
24.042,39.639,94.148,81.171,75.113,1253.246,-115.327,-244.345,74.121,59.946,26.384,-202.791,54
12.042,39.367,76.143,30.373,63.262,554.361,-80.699,-202.708,67.925,53.827,26.481,-163.238,53
131.794,18.59,37.937,-3.856,35.506,3999.957,-67.727,1.103,44.594,29.193,24.253,-0.586,15
59.077,29.366,64.519,115.966,54.223,3359.078,-136.521,-116.002,58.664,44.384,26.398,-104.986,53
44.572,90.353,96.444,122.742,85.309,4268.922,-167.141,-102.164,66.612,81.202,25.193,-96.237,79
49.971,18.619,22.089,-0.331,21.856,999.994,-2.001,1.098,30.162,19.851,23.151,0.177,5
37.018,18.277,21.433,-0.112,19.856,749.992,-2.001,1.097,29.774,19.851,23.835,0.199,16
4.141,18.33,19.85,1.448,19.734,100.031,-2.001,1.097,31.786,19.326,22.958,0.484,18
119.447,18.673,63.535,-51.928,52.6,5649.952,-119.262,22.701,64.015,38.648,22.392,19.994,31
59.587,49.834,84.344,117.215,71.426,2858.655,-118.818,-137.843,67.037,61.155,24.853,-120.675,48
123.825,19.129,67.399,-44.191,58.387,4499.958,-87.352,24.688,78.246,44.399,23.651,20.068,20
97.1,18.242,25.025,-0.518,25.598,1999.979,-2.001,1.097,32.682,23.178,23.319,-0.112,12
49.981,18.298,22.073,-0.307,21.79,999.997,-2.002,1.097,29.543,19.851,23.211,0.183,5
88.281,29.769,72.122,97.355,58.451,3046.186,-84.854,-103.829,33.938,45.986,24.827,-87.409,79
24.584,26.501,71.224,-25.332,58.346,538.345,-45.899,139.868,66.988,45.986,27.154,105.823,58
24.698,19.339,39.472,-12.949,35.972,499.981,-15.493,70.795,67.15,30.969,26.261,51.019,6
36.728,18.705,85.937,-125.235,61.962,4499.962,-190.152,83.772,50.783,42.903,19.851,79.989,21
40.815,56.105,116.56,124.701,95.046,4070.863,-165.669,-106.249,85.78,77.092,28.099,-99.743,58
30.317,30.724,80.257,-68.791,62.609,998.092,-117.638,236.405,72.357,50.296,26.384,194.387,74
93.412,18.707,51.079,-92.577,44.417,2249.982,-40.237,126.118,58.947,34.745,24.879,95.543,27
71.335,18.882,35.92,-24.413,33.688,1499.982,-7.819,43.902,56.716,28.651,22.547,30.925,10
31.028,18.702,58.929,-40.848,45.2,749.992,-65.979,173.0,46.347,35.418,24.815,139.167,16
10.03,18.501,79.34,-11.729,57.119,150.026,-99.216,216.05,30.663,43.137,21.016,181.57,30
59.747,23.869,57.483,-113.575,45.908,1834.074,-94.795,211.084,57.025,37.387,25.995,170.509,50
27.538,18.745,104.791,-128.022,79.392,4499.957,-191.29,82.839,88.486,54.508,22.802,79.374,21
28.141,35.798,87.09,-126.394,64.07,2204.787,-193.24,195.29,47.285,50.915,25.544,180.942,58
83.384,18.266,48.677,-84.973,39.452,1999.979,-43.511,132.618,42.315,32.526,23.46,101.947,12
86.743,18.657,72.124,-96.924,58.557,4999.948,-137.874,53.493,69.383,42.71,24.163,48.607,17
41.532,49.867,114.503,124.42,91.49,3180.341,-154.634,-135.417,77.317,72.122,26.298,-124.047,49
17.224,19.101,113.296,-129.913,84.343,4499.957,-202.014,84.569,91.372,57.365,24.754,81.895,20
37.367,18.713,22.251,-0.161,21.6,749.989,-2.001,1.097,33.751,19.851,23.768,0.335,16
93.43,18.197,45.974,-92.307,38.438,3499.971,-105.039,77.167,35.482,30.313,22.346,66.953,20
27.094,19.288,101.859,-128.511,76.016,3779.966,-193.588,102.589,75.935,52.763,19.852,98.338,32
21.345,18.581,23.742,-2.912,23.181,420.007,-2.98,15.773,42.327,21.492,22.111,10.856,30
13.699,18.435,39.283,-11.585,31.629,250.012,-43.512,132.618,27.484,26.387,23.129,103.772,13
4.149,18.537,19.559,1.503,18.896,100.029,-2.001,1.099,24.351,18.727,22.253,0.234,2
90.398,91.018,111.139,-95.388,103.645,2373.65,-46.304,123.377,90.001,97.144,28.453,94.39,58
131.792,23.219,36.021,-2.981,35.472,3499.962,-45.807,1.171,42.879,31.319,23.481,-0.575,23
131.331,18.781,42.778,-5.269,38.46,4499.955,-84.73,1.047,45.581,31.102,22.283,-0.571,21
58.75,18.651,24.445,-7.607,23.966,1199.989,-2.979,15.774,35.28,22.383,19.851,10.843,36
131.359,90.722,88.255,1.168,86.606,4178.579,-66.173,-3.217,74.653,86.809,25.371,-3.511,56
4.785,18.488,24.265,-1.519,23.026,60.017,-9.127,50.765,48.641,19.913,22.933,36.584,27
12.391,39.576,72.043,33.148,63.522,588.262,-83.712,-205.87,68.657,54.154,26.479,-166.33,61
39.595,49.785,80.148,124.422,70.481,3986.853,-171.831,-109.696,69.611,60.496,27.879,-103.543,53
118.598,41.903,65.59,46.764,55.609,4300.343,-89.838,-35.267,53.947,45.986,25.053,-31.333,64
83.091,18.549,49.718,-85.341,42.068,1999.979,-43.513,132.618,47.646,33.315,23.508,101.81,12
102.789,49.795,65.525,81.52,60.853,4710.83,-114.443,-56.516,62.153,55.138,25.067,-51.345,48
93.072,18.749,53.93,-93.079,45.986,2249.978,-40.172,126.095,66.4,36.416,24.98,95.162,27
88.245,50.82,85.608,-90.644,72.106,5522.61,-140.244,44.107,76.672,60.639,24.639,41.313,80
17.462,18.797,41.82,-48.996,25.789,599.984,-166.064,301.707,29.454,19.908,19.851,259.454,36
131.428,91.046,95.133,-4.679,92.467,3999.968,-57.704,1.108,81.496,90.131,24.699,0.0,44
43.388,18.438,43.084,-43.086,35.582,999.981,-43.512,132.618,39.716,29.409,23.253,103.045,5
61.132,49.813,59.115,8.122,57.474,1352.657,-3.524,-16.005,65.982,54.02,26.355,-12.173,48
55.655,19.015,62.393,-77.54,49.278,1449.991,-65.981,173.0,46.422,37.903,21.926,138.908,30
4.719,18.528,37.079,-1.811,31.341,49.982,-15.496,70.797,35.42,26.384,21.369,52.456,30
37.287,24.864,78.508,-125.32,62.111,3497.289,-179.296,109.593,66.914,45.986,25.865,104.475,65
120.852,34.624,118.801,-44.2,89.484,3502.044,-58.995,33.917,58.19,67.325,23.144,26.941,43
122.54,70.53,80.146,-47.405,75.89,3999.961,-73.664,31.251,62.944,72.074,25.579,25.0,42
10.459,19.543,122.986,-129.198,93.039,5499.945,-200.993,64.72,113.17,61.831,25.281,63.135,24
78.564,81.465,97.463,-22.402,92.576,1716.863,-5.505,34.59,85.902,87.764,29.014,23.279,58
52.108,34.601,67.33,-23.895,60.071,1156.643,-13.263,49.375,65.204,50.934,24.013,35.157,43
13.662,18.617,39.421,-11.628,31.719,249.984,-43.511,132.618,31.825,26.385,23.253,103.745,13
120.924,19.343,85.659,-29.659,72.135,2599.981,-4.822,29.961,84.643,53.341,22.34,19.573,32
-0.468,19.374,119.501,-131.15,85.175,3499.957,-231.446,116.532,78.138,57.584,26.382,114.588,6
55.975,18.453,58.821,-77.196,45.441,1449.99,-65.982,173.0,38.161,35.479,21.558,139.25,30
112.686,49.811,64.029,-67.755,60.717,2999.972,-49.787,64.663,62.348,55.944,25.654,50.0,42
94.985,70.029,110.281,89.876,93.38,5481.65,-127.65,-55.212,87.507,80.202,27.934,-51.244,57
22.773,24.286,59.148,-32.039,50.936,547.602,-73.987,182.854,70.341,41.299,26.361,144.336,52
105.633,75.442,100.156,-78.229,91.801,3830.884,-86.179,56.207,85.958,83.828,26.403,47.035,56
50.064,35.798,85.977,-121.506,67.16,2542.922,-148.75,154.199,48.582,53.803,25.495,138.247,58
50.129,18.744,62.095,-61.376,51.012,1249.988,-52.044,150.341,79.475,39.273,23.368,116.842,27
60.826,70.808,109.682,-113.256,91.999,3582.064,-141.976,93.617,87.138,81.259,26.278,85.178,61
131.808,18.829,37.612,-3.84,34.901,3999.955,-67.965,1.108,42.978,28.922,24.509,-0.587,15
82.022,87.195,112.585,104.542,98.618,2416.819,-48.293,-140.52,76.227,90.652,24.366,-109.039,80
124.097,18.979,52.76,-43.482,45.986,4499.956,-89.672,24.581,65.631,36.198,25.398,20.086,20
8.146,18.545,63.949,-7.616,45.986,99.963,-79.94,188.413,38.081,36.967,23.154,155.088,18
88.797,18.803,64.191,-96.32,53.773,3999.962,-117.665,67.145,72.727,39.452,23.015,59.487,31
93.415,18.908,51.772,-92.601,44.645,2249.977,-40.165,126.134,60.205,35.158,24.851,95.435,27
73.46,18.709,23.68,-0.259,23.775,1499.983,-2.001,1.098,31.382,22.281,23.86,-0.017,8
28.254,46.952,60.618,-34.082,54.134,671.878,-58.43,155.919,64.142,47.239,23.967,120.81,80
127.951,18.768,67.611,-18.314,57.129,5811.82,-113.122,4.988,66.596,41.237,26.02,4.006,63
4.06,18.545,25.873,1.593,24.809,99.995,-2.0,1.098,41.177,23.221,22.743,0.196,2
33.706,54.077,109.952,126.684,90.832,3518.032,-170.881,-126.561,81.156,74.67,27.793,-118.461,65
29.307,19.547,104.553,-127.325,76.434,5499.958,-195.184,66.405,74.487,51.003,19.851,63.998,24
91.352,18.519,39.449,-44.427,36.899,1959.989,-13.558,64.154,46.423,31.308,21.623,46.378,30
8.151,18.577,64.015,-7.617,45.986,100.016,-79.941,188.412,37.587,37.053,23.163,155.103,18
110.894,25.378,80.269,-68.394,69.009,5237.517,-116.168,33.33,78.587,52.74,28.983,29.74,58
29.86,43.324,113.028,-127.551,91.571,4096.96,-187.191,92.014,87.961,71.125,25.679,89.466,73
58.049,18.997,131.312,-8.067,87.78,1199.98,-3.468,17.006,43.426,59.42,19.851,11.752,36
59.896,24.126,60.951,-79.806,49.82,1546.05,-60.356,164.473,57.456,39.388,25.92,127.347,50
67.748,49.876,92.24,-110.799,78.724,5033.908,-154.439,61.979,77.956,65.146,25.286,58.347,48
131.013,91.092,101.664,-7.457,95.085,4999.956,-89.137,1.042,77.585,90.843,24.722,0.0,44
95.507,18.909,67.039,-89.392,54.58,4499.952,-122.204,55.223,62.135,39.452,25.723,48.853,4
67.435,39.71,101.895,113.013,80.234,2295.053,-74.967,-164.201,72.305,62.672,26.383,-132.938,50
118.984,35.697,70.093,-26.81,58.404,2523.436,-4.815,28.832,58.844,45.986,26.385,19.377,60
118.937,32.983,74.483,-45.659,60.693,3024.645,-40.693,42.946,52.553,46.037,26.082,33.214,54
131.984,18.133,28.529,-2.043,29.333,2999.967,-17.596,1.345,36.579,25.672,23.441,-0.57,14
128.938,41.593,62.592,25.288,60.483,3617.348,-50.675,-21.576,72.904,53.596,28.133,-18.165,58
49.091,18.971,104.831,-62.039,84.002,1249.99,-52.05,150.339,97.444,57.483,23.187,114.925,27
130.154,19.168,68.071,-8.542,58.904,5499.944,-102.332,0.77,86.269,43.511,24.532,-0.128,24
73.491,61.22,95.431,104.473,84.53,2311.674,-60.601,-147.39,75.387,75.455,27.526,-116.938,53
38.554,49.938,78.709,-121.861,70.541,3648.239,-179.709,102.668,68.209,62.407,25.622,97.639,66
24.841,53.088,77.075,11.936,72.122,595.394,-9.982,-34.994,63.959,68.952,26.363,-26.559,70
85.207,65.195,75.96,50.536,74.107,2024.516,-13.23,-71.7,82.323,70.503,27.783,-52.42,56
33.93,80.588,123.242,-43.46,104.791,851.775,-57.001,157.701,90.963,93.465,27.738,121.582,61
89.807,64.283,91.022,72.369,82.059,2272.843,-25.85,-96.113,70.185,74.604,25.768,-71.991,76
8.748,18.569,103.063,-9.808,72.119,99.985,-122.971,242.424,44.206,52.581,22.623,206.31,2
63.094,18.282,45.986,-64.396,38.921,1499.98,-43.511,132.617,43.883,31.537,23.723,102.881,8
117.744,28.982,69.156,49.678,58.741,3275.75,-50.693,-45.975,59.799,47.461,26.382,-37.986,53
24.503,19.215,117.145,-127.979,89.249,5849.935,-190.637,59.435,107.157,59.252,26.273,57.7,27
43.518,19.343,42.758,-42.988,34.648,999.986,-43.511,132.617,35.897,28.97,22.589,103.14,5
-2.69,18.782,65.629,-131.21,45.951,3499.956,-239.071,118.886,64.172,31.467,26.328,117.61,6
68.836,30.207,70.186,29.711,58.247,1559.687,-10.551,-53.61,40.607,46.011,24.857,-39.203,79
75.01,18.602,59.273,-108.12,46.514,2569.973,-99.909,130.184,50.575,36.674,21.361,110.814,32
125.264,56.105,68.092,40.348,65.58,3260.077,-36.972,-36.398,62.802,61.231,28.633,-28.931,58
8.985,54.237,121.539,31.988,98.257,550.052,-93.384,-220.744,88.948,81.232,27.632,-179.867,65
121.26,39.639,78.71,47.381,68.031,4942.423,-99.834,-31.968,71.524,55.833,27.668,-28.888,53
27.233,60.169,57.448,-4.188,55.806,561.179,-3.375,15.82,65.381,54.567,26.379,10.106,76
29.144,64.818,70.588,-11.159,67.638,599.985,-9.127,50.766,64.681,65.587,26.258,35.329,20
13.643,60.161,89.299,-9.731,80.524,251.391,-35.533,113.64,78.4,71.841,28.01,85.003,53
58.304,49.828,85.711,117.775,72.122,3275.399,-133.527,-121.316,68.002,62.443,24.577,-109.09,48
59.173,65.015,104.791,-115.871,89.401,5249.937,-164.935,63.281,75.948,75.957,27.286,58.306,20
39.967,81.49,90.782,17.245,86.797,954.719,-10.046,-52.324,69.833,84.18,26.097,-38.261,70
60.092,65.121,81.679,63.77,76.823,1640.833,-35.416,-121.667,80.489,70.806,27.992,-92.385,56
85.531,19.425,54.135,-100.338,45.245,2499.977,-75.668,123.39,50.927,35.648,25.4,100.479,9
122.411,18.869,49.945,-29.379,45.986,2599.979,-4.816,29.948,72.153,37.888,21.318,19.81,32
78.612,30.721,63.85,44.846,56.843,1847.378,-14.849,-69.778,69.513,47.613,26.384,-51.369,74
34.256,91.616,124.535,126.687,109.627,2613.717,-151.378,-175.147,80.367,98.256,25.777,-157.39,66
8.743,18.505,103.249,-9.806,72.122,100.026,-122.972,242.423,45.514,52.589,22.431,206.218,2
119.376,18.657,63.665,-51.787,52.63,5649.948,-119.193,22.663,64.519,38.691,22.146,19.94,31
58.726,18.51,26.129,-7.597,25.63,1199.989,-2.98,15.774,37.728,23.288,19.851,10.878,36
85.736,19.22,53.241,-100.147,44.415,2499.973,-75.631,123.437,47.66,34.602,24.652,100.598,9
83.113,17.906,49.696,-85.285,42.117,1999.973,-43.509,132.618,46.975,33.224,24.814,101.646,4
1.542,18.606,124.35,-130.907,90.137,3499.97,-228.014,115.756,80.77,60.655,21.073,113.58,26
27.684,18.627,104.791,-128.119,78.997,4749.957,-192.635,77.768,85.227,53.567,23.392,75.258,27
12.138,18.674,23.143,0.893,21.633,250.002,-1.999,1.099,30.536,19.877,23.195,0.159,13
129.577,35.802,79.954,6.46,68.908,5552.567,-104.766,-7.359,72.242,55.232,26.478,-6.938,65
107.696,25.178,61.626,-71.006,50.967,4328.09,-104.986,45.328,60.03,39.452,26.384,39.266,60
21.37,18.347,21.692,-2.865,20.426,419.992,-2.98,15.775,37.962,19.851,21.612,10.745,30
13.69,18.353,39.171,-11.598,31.485,250.015,-43.512,132.617,28.192,26.38,22.496,103.761,13
70.691,91.152,124.399,-110.79,110.522,3596.043,-125.963,90.565,89.59,99.725,28.703,80.839,58
53.779,61.446,97.453,118.899,85.993,3391.121,-138.641,-119.06,83.738,75.437,27.907,-107.813,68
12.131,18.844,19.838,0.751,19.326,249.998,-2.0,1.097,25.261,19.19,23.159,0.112,13
89.445,86.14,87.155,-48.736,84.727,1999.99,-15.498,70.794,65.283,83.658,24.9,50.0,45
127.332,18.665,69.397,28.045,53.422,5044.979,-100.284,-19.593,56.649,39.452,26.38,-17.894,53
19.607,50.518,113.705,-33.499,92.537,499.956,-99.21,216.053,74.645,75.971,24.065,175.0,41
96.985,18.457,25.556,-0.515,26.027,1999.976,-2.0,1.096,34.357,23.468,23.308,-0.15,12
63.25,29.543,45.538,-63.578,39.452,1499.981,-43.512,132.617,31.816,35.298,25.411,100.0,42
84.051,18.208,38.165,-84.232,32.386,1999.98,-43.512,132.617,29.625,26.382,23.234,102.437,12
130.287,56.105,69.181,-18.229,65.588,3998.248,-63.885,10.456,62.825,61.278,28.006,7.61,58
62.178,56.154,72.12,86.764,61.647,1900.683,-55.847,-150.014,57.662,54.496,23.187,-117.758,62
15.433,18.65,113.556,-130.075,84.557,3999.96,-204.541,97.027,92.102,57.565,24.556,93.879,15
70.96,17.979,49.895,-24.662,44.426,1499.993,-7.82,43.902,63.772,35.92,23.234,30.78,10
93.624,18.773,50.884,-92.391,43.867,2249.979,-40.175,126.146,56.401,34.524,24.527,95.664,27
130.111,50.008,78.707,-9.996,69.366,5073.278,-95.504,2.143,65.776,59.924,25.262,1.101,49
128.34,18.395,61.722,-8.685,50.589,5999.933,-117.862,0.237,56.268,36.811,24.062,-0.684,4
112.767,56.063,55.583,65.395,51.217,2831.552,-30.437,-68.399,52.439,49.459,25.93,-52.566,70
98.191,48.696,94.98,86.548,77.55,4706.011,-115.067,-59.822,77.57,62.756,27.077,-54.298,65
72.03,24.868,39.347,-106.552,33.051,4738.183,-156.945,65.885,30.192,27.011,22.426,62.657,62
83.027,34.639,81.969,101.828,68.48,2852.025,-76.944,-113.111,69.416,54.124,25.561,-93.472,55
96.919,18.413,25.628,-0.7,26.039,1999.979,-2.001,1.098,33.968,23.531,23.519,-0.282,4
24.246,34.53,38.299,-0.06,37.966,499.993,-2.0,1.097,50.67,36.333,23.503,0.0,43
4.189,19.053,25.467,1.517,23.677,100.002,-2.0,1.095,28.498,22.8,22.262,0.232,3
44.354,43.325,75.96,-118.943,69.195,4534.037,-175.049,75.993,81.379,58.667,25.697,74.492,73
76.949,39.634,101.097,106.754,83.746,2706.913,-80.194,-126.686,74.533,65.878,26.192,-104.804,50
