meter_id,tariff_type,monthly_consumption_m3,baseline_consumption_m3,heating_degree_days,building_age_years,meter_age_years,is_anomaly
LZ-GAS-006898,industrial,1649.6,1759.4,125.0,42.8,3.1,0
LZ-GAS-006899,industrial,3408.5,1376.8,95.0,72.8,23.8,1
LZ-GAS-006900,commercial,835.5,842.1,275.0,53.3,19.7,0
LZ-GAS-006901,commercial,3189.0,1246.4,438.0,51.6,16.7,1
LZ-GAS-006902,residential,135.7,135.6,199.0,6.3,5.7,0
LZ-GAS-006903,residential,59.7,58.1,60.0,0.9,0.0,0
LZ-GAS-006904,residential,199.4,200.3,320.0,51.3,15.7,0
LZ-GAS-006905,residential,74.9,68.9,81.0,62.8,18.8,0
LZ-GAS-006906,residential,161.1,139.0,211.0,69.0,24.5,0
LZ-GAS-006907,residential,121.0,125.5,183.0,79.1,28.2,0
LZ-GAS-006908,industrial,1386.0,1397.9,63.0,70.1,21.4,0
LZ-GAS-006909,residential,210.5,204.3,326.0,44.2,16.4,0
LZ-GAS-006910,residential,153.5,173.2,264.0,55.0,21.6,0
LZ-GAS-006911,residential,124.6,133.3,198.0,28.3,8.7,0
LZ-GAS-006912,residential,168.1,164.3,255.0,78.2,30.0,0
LZ-GAS-006913,residential,61.4,62.0,63.0,78.0,30.0,0
LZ-GAS-006914,residential,130.6,120.7,178.0,56.6,22.1,0
LZ-GAS-006915,industrial,2543.0,2567.3,261.0,18.5,8.3,0
LZ-GAS-006916,residential,185.8,193.3,311.0,45.0,18.4,0
LZ-GAS-006917,residential,24.6,25.0,0.0,54.7,25.6,0
LZ-GAS-006918,residential,195.3,176.6,279.0,65.1,28.7,0
LZ-GAS-006919,residential,60.0,66.4,78.0,51.6,12.3,0
LZ-GAS-006920,residential,22.5,23.5,0.0,63.9,23.7,0
LZ-GAS-006921,residential,211.4,202.0,324.0,62.1,18.0,0
LZ-GAS-006922,residential,208.2,226.1,363.0,52.3,17.0,0
LZ-GAS-006923,residential,58.1,72.1,81.0,9.3,9.8,0
LZ-GAS-006924,residential,531.2,210.8,325.0,59.0,23.5,1
LZ-GAS-006925,residential,161.5,150.0,226.0,37.5,14.1,0
LZ-GAS-006926,commercial,1093.4,972.3,323.0,63.9,17.8,0
LZ-GAS-006927,residential,320.6,280.6,468.0,8.7,7.3,0
LZ-GAS-006928,residential,89.7,235.6,382.0,39.2,10.7,1
LZ-GAS-006929,industrial,2496.3,2450.6,241.0,25.4,21.1,0
LZ-GAS-006930,residential,71.4,62.2,67.0,38.6,7.9,0
LZ-GAS-006931,residential,96.5,93.9,124.0,78.6,28.7,0
LZ-GAS-006932,residential,130.1,121.2,176.0,61.6,22.0,0
LZ-GAS-006933,residential,35.2,99.5,137.0,70.5,23.7,1
LZ-GAS-006934,residential,180.3,170.5,267.0,67.1,17.6,0
LZ-GAS-006935,residential,194.1,188.5,299.0,5.0,4.9,0
LZ-GAS-006936,residential,289.1,280.6,463.0,57.7,18.8,0
LZ-GAS-006937,residential,256.7,227.1,373.0,59.5,18.2,0
LZ-GAS-006938,residential,63.1,55.9,50.0,60.6,20.0,0
LZ-GAS-006939,residential,308.2,291.1,480.0,20.2,11.7,0
LZ-GAS-006940,commercial,658.5,691.4,218.0,29.9,11.3,0
LZ-GAS-006941,residential,105.1,117.4,164.0,51.8,21.2,0
LZ-GAS-006942,residential,7.5,26.1,0.0,21.8,15.1,1
LZ-GAS-006943,residential,144.1,153.9,238.0,40.5,13.5,0
LZ-GAS-006944,residential,313.9,287.4,480.0,33.0,17.9,0
LZ-GAS-006945,residential,172.2,146.8,220.0,6.1,7.8,0
LZ-GAS-006946,industrial,728.4,2756.8,294.0,5.8,4.7,1
LZ-GAS-006947,residential,211.2,178.3,278.0,16.4,12.5,0
LZ-GAS-006948,commercial,1042.5,1037.9,360.0,36.3,20.7,0
LZ-GAS-006949,residential,93.8,96.7,125.0,73.2,22.7,0
LZ-GAS-006950,commercial,412.8,437.5,115.0,61.0,12.2,0
LZ-GAS-006951,residential,206.2,197.3,308.0,24.6,16.0,0
LZ-GAS-006952,commercial,937.2,1010.7,350.0,62.9,26.7,0
LZ-GAS-006953,residential,97.0,99.2,134.0,64.7,16.6,0
LZ-GAS-006954,residential,47.5,180.9,276.0,74.2,23.9,1
LZ-GAS-006955,commercial,949.8,1019.2,356.0,56.1,22.3,0
LZ-GAS-006956,commercial,806.6,815.1,272.0,49.4,6.5,0
LZ-GAS-006957,residential,134.2,114.6,167.0,53.6,23.3,0
LZ-GAS-006958,industrial,4358.1,3862.5,480.0,6.0,11.1,0
LZ-GAS-006959,commercial,1207.1,1174.0,418.0,47.6,21.9,0
LZ-GAS-006960,industrial,7401.3,3085.8,309.0,3.4,14.3,1
LZ-GAS-006961,residential,140.1,135.9,204.0,50.7,13.4,0
LZ-GAS-006962,industrial,693.7,1236.4,55.0,53.3,24.0,1
LZ-GAS-006963,commercial,723.4,585.6,164.0,30.2,24.9,0
LZ-GAS-006964,industrial,2366.2,2425.9,228.0,13.9,0.0,0
LZ-GAS-006965,residential,78.7,72.5,94.0,41.2,14.4,0
LZ-GAS-006966,residential,230.7,224.5,361.0,12.5,12.6,0
LZ-GAS-006967,commercial,348.2,341.8,57.0,30.5,10.0,0
LZ-GAS-006968,residential,303.8,270.7,441.0,56.5,10.9,0
LZ-GAS-006969,residential,100.9,115.1,170.0,2.6,8.1,0
LZ-GAS-006970,residential,98.5,91.0,119.0,74.8,25.5,0
LZ-GAS-006971,industrial,2190.1,2192.8,185.0,70.9,20.0,0
LZ-GAS-006972,residential,170.0,186.3,290.0,29.3,14.5,0
LZ-GAS-006973,residential,274.1,222.9,362.0,65.8,26.9,0
LZ-GAS-006974,residential,67.1,67.5,76.0,65.3,27.3,0
LZ-GAS-006975,residential,188.1,195.8,309.0,56.8,22.2,0
LZ-GAS-006976,residential,105.3,113.2,162.0,33.5,8.1,0
LZ-GAS-006977,residential,53.7,49.0,43.0,29.0,11.6,0
LZ-GAS-006978,residential,61.3,62.7,68.0,16.3,0.0,0
LZ-GAS-006979,residential,237.5,233.8,382.0,64.2,16.6,0
LZ-GAS-006980,residential,48.9,46.4,40.0,53.7,20.1,0
LZ-GAS-006981,commercial,484.0,499.9,137.0,77.4,28.0,0
LZ-GAS-006982,residential,182.7,151.9,225.0,49.5,18.1,0
LZ-GAS-006983,residential,275.5,257.2,421.0,0.3,5.9,0
LZ-GAS-006984,commercial,194.2,194.4,0.0,16.0,0.1,0
LZ-GAS-006985,residential,150.0,157.8,240.0,3.6,0.3,0
LZ-GAS-006986,residential,150.3,160.2,242.0,23.2,5.9,0
LZ-GAS-006987,commercial,164.6,173.5,0.0,45.9,14.4,0
LZ-GAS-006988,residential,129.0,113.6,160.0,44.1,13.9,0
LZ-GAS-006989,residential,36.6,118.9,175.0,48.5,28.9,1
LZ-GAS-006990,commercial,877.2,890.4,294.0,29.4,18.2,0
LZ-GAS-006991,residential,307.6,122.4,176.0,73.1,19.0,1
LZ-GAS-006992,residential,98.4,101.9,146.0,35.0,11.2,0
LZ-GAS-006993,residential,149.6,156.7,246.0,18.9,7.8,0
LZ-GAS-006994,residential,206.6,222.5,363.0,33.0,11.1,0
LZ-GAS-006995,residential,122.2,49.7,43.0,30.8,10.9,1
LZ-GAS-006996,residential,160.8,147.2,225.0,14.4,0.0,0
LZ-GAS-006997,commercial,653.0,624.8,188.0,45.9,23.1,0
LZ-GAS-006998,residential,146.0,136.3,210.0,42.2,19.7,0
LZ-GAS-006999,residential,212.2,219.0,341.0,1.2,9.3,0
LZ-GAS-007000,residential,97.5,99.7,137.0,24.0,12.3,0
LZ-GAS-007001,residential,34.5,32.2,18.0,9.4,10.5,0
LZ-GAS-007002,residential,150.0,125.3,188.0,27.1,10.7,0
LZ-GAS-007003,commercial,334.7,306.6,46.0,13.4,0.0,0
LZ-GAS-007004,residential,256.1,264.5,436.0,5.4,7.7,0
LZ-GAS-007005,commercial,1228.0,1150.8,403.0,29.7,13.3,0
LZ-GAS-007006,residential,56.5,66.3,74.0,3.3,0.0,0
LZ-GAS-007007,residential,150.3,144.0,217.0,5.4,0.0,0
LZ-GAS-007008,residential,28.4,26.2,0.0,57.9,25.9,0
LZ-GAS-007009,residential,130.5,135.7,193.0,17.9,5.1,0
LZ-GAS-007010,commercial,515.2,539.8,153.0,61.2,20.0,0
LZ-GAS-007011,industrial,4435.3,3964.4,471.0,33.2,10.6,0
LZ-GAS-007012,residential,168.5,182.0,283.0,45.5,25.6,0
LZ-GAS-007013,residential,156.3,162.7,249.0,66.8,15.0,0
LZ-GAS-007014,residential,219.9,230.1,368.0,8.5,13.2,0
LZ-GAS-007015,residential,119.2,115.9,164.0,1.9,0.0,0
LZ-GAS-007016,industrial,2877.0,2879.9,309.0,28.3,17.4,0
LZ-GAS-007017,residential,100.6,95.9,126.0,76.3,22.3,0
LZ-GAS-007018,residential,100.8,97.9,138.0,28.7,1.6,0
LZ-GAS-007019,residential,482.9,288.1,478.0,32.7,14.2,1
LZ-GAS-007020,residential,24.4,25.7,0.0,48.6,17.5,0
LZ-GAS-007021,residential,184.3,193.8,300.0,0.1,0.0,0
LZ-GAS-007022,residential,93.1,88.6,118.0,47.4,19.4,0
LZ-GAS-007023,industrial,3464.1,3123.6,344.0,52.5,18.7,0
LZ-GAS-007024,residential,85.9,88.2,115.0,72.7,26.3,0
LZ-GAS-007025,residential,143.9,154.4,240.0,51.6,11.6,0
LZ-GAS-007026,residential,40.5,45.0,37.0,53.3,15.3,0
LZ-GAS-007027,residential,203.1,225.1,365.0,7.5,2.7,0
LZ-GAS-007028,commercial,442.2,456.7,118.0,35.6,15.2,0
LZ-GAS-007029,residential,40.6,38.7,24.0,16.8,7.3,0
LZ-GAS-007030,residential,26.4,28.6,0.0,24.4,6.8,0
LZ-GAS-007031,residential,23.0,24.1,0.0,6.0,14.1,0
LZ-GAS-007032,industrial,2935.1,2986.1,313.0,31.0,10.8,0
LZ-GAS-007033,commercial,285.0,293.6,46.0,12.0,14.2,0
LZ-GAS-007034,residential,43.0,45.3,38.0,24.2,16.0,0
LZ-GAS-007035,residential,143.8,146.3,218.0,2.7,2.8,0
LZ-GAS-007036,commercial,611.9,662.8,193.0,78.0,16.0,0
LZ-GAS-007037,residential,149.8,154.7,233.0,32.8,14.9,0
LZ-GAS-007038,residential,130.6,121.8,175.0,26.7,15.8,0
LZ-GAS-007039,residential,323.0,280.8,463.0,55.0,25.4,0
LZ-GAS-007040,commercial,324.2,315.4,59.0,60.0,22.7,0
LZ-GAS-007041,residential,26.7,95.2,124.0,54.3,21.5,1
LZ-GAS-007042,residential,133.0,125.2,181.0,25.3,8.9,0
LZ-GAS-007043,residential,194.2,183.6,289.0,43.6,13.0,0
LZ-GAS-007044,residential,238.1,252.8,416.0,34.4,30.0,0
LZ-GAS-007045,residential,146.9,146.7,220.0,60.4,26.6,0
LZ-GAS-007046,residential,177.8,201.3,325.0,31.4,6.9,0
LZ-GAS-007047,residential,170.8,173.7,272.0,73.9,25.7,0
LZ-GAS-007048,residential,270.4,286.2,480.0,33.0,16.3,0
LZ-GAS-007049,residential,107.1,98.4,128.0,17.6,1.1,0
LZ-GAS-007050,commercial,1154.7,1172.6,404.0,69.5,21.7,0
LZ-GAS-007051,residential,143.2,143.0,213.0,5.4,9.9,0
LZ-GAS-007052,residential,157.8,161.1,251.0,79.5,30.0,0
LZ-GAS-007053,residential,202.7,195.3,310.0,79.2,30.0,0
LZ-GAS-007054,industrial,3786.0,3543.2,387.0,39.4,13.8,0
LZ-GAS-007055,residential,93.5,96.4,127.0,25.4,10.5,0
LZ-GAS-007056,residential,150.5,136.8,199.0,9.0,5.7,0
LZ-GAS-007057,residential,94.2,79.3,90.0,36.0,15.9,0
LZ-GAS-007058,commercial,201.6,208.6,0.0,57.5,24.5,0
LZ-GAS-007059,industrial,3848.1,4102.2,480.0,16.5,4.7,0
LZ-GAS-007060,residential,164.1,156.8,238.0,54.9,18.6,0
LZ-GAS-007061,residential,147.7,139.4,209.0,24.8,9.0,0
LZ-GAS-007062,residential,83.7,83.5,106.0,43.3,12.7,0
LZ-GAS-007063,residential,115.2,127.9,184.0,63.5,19.1,0
LZ-GAS-007064,commercial,785.8,837.9,267.0,38.8,24.7,0
LZ-GAS-007065,residential,235.2,236.0,382.0,52.7,27.7,0
LZ-GAS-007066,commercial,841.1,796.4,256.0,27.8,20.1,0
LZ-GAS-007067,residential,173.4,156.2,236.0,46.6,9.1,0
LZ-GAS-007068,residential,70.2,68.1,71.0,65.0,23.6,0
LZ-GAS-007069,industrial,1868.5,1813.3,133.0,70.5,30.0,0
LZ-GAS-007070,residential,141.9,142.1,218.0,76.0,26.9,0
LZ-GAS-007071,residential,27.2,25.3,0.0,22.9,7.9,0
LZ-GAS-007072,residential,101.8,106.6,147.0,8.1,10.8,0
LZ-GAS-007073,commercial,689.6,727.8,221.0,2.3,5.1,0
LZ-GAS-007074,residential,279.6,261.3,433.0,12.3,6.8,0
LZ-GAS-007075,residential,20.7,24.0,0.0,57.4,21.4,0
LZ-GAS-007076,residential,43.8,41.2,33.0,15.1,12.0,0
LZ-GAS-007077,commercial,1592.6,978.1,323.0,61.3,20.2,1
LZ-GAS-007078,residential,23.9,25.6,0.0,4.3,6.8,0
LZ-GAS-007079,residential,282.9,290.7,480.0,62.8,16.3,0
LZ-GAS-007080,residential,168.9,161.7,245.0,32.6,13.7,0
LZ-GAS-007081,residential,233.0,211.3,339.0,12.7,12.6,0
LZ-GAS-007082,residential,177.7,184.3,296.0,47.5,18.1,0
LZ-GAS-007083,industrial,1161.4,1032.1,0.0,60.3,20.0,0
LZ-GAS-007084,commercial,891.3,868.1,297.0,4.6,0.0,0
LZ-GAS-007085,residential,74.0,73.4,87.0,33.0,19.7,0
LZ-GAS-007086,residential,123.0,129.0,187.0,7.6,1.8,0
LZ-GAS-007087,residential,157.4,144.0,217.0,76.3,28.3,0
LZ-GAS-007088,residential,167.8,161.1,246.0,34.3,12.5,0
LZ-GAS-007089,industrial,2913.1,3017.3,323.0,37.5,19.2,0
LZ-GAS-007090,residential,78.4,147.8,222.0,47.8,23.0,1
LZ-GAS-007091,residential,225.2,229.0,369.0,65.5,20.6,0
LZ-GAS-007092,residential,171.7,163.5,258.0,75.1,9.2,0
LZ-GAS-007093,industrial,1575.9,1709.5,142.0,32.2,3.5,0
LZ-GAS-007094,residential,192.9,179.7,277.0,33.7,9.3,0
LZ-GAS-007095,residential,57.5,109.6,158.0,66.9,17.9,1
LZ-GAS-007096,residential,223.1,204.9,326.0,59.0,22.0,0
LZ-GAS-007097,residential,115.1,119.5,166.0,54.5,29.4,0
LZ-GAS-007098,industrial,1953.3,2037.7,171.0,64.3,25.2,0
LZ-GAS-007099,commercial,1126.7,999.0,348.0,74.5,23.7,0
LZ-GAS-007100,residential,28.0,25.3,0.0,4.2,13.7,0
LZ-GAS-007101,industrial,2394.4,2712.3,279.0,45.6,16.3,0
LZ-GAS-007102,residential,110.3,106.8,149.0,21.1,15.4,0
LZ-GAS-007103,residential,419.6,197.2,311.0,73.5,26.1,1
LZ-GAS-007104,industrial,2824.1,2813.9,301.0,1.7,0.0,0
LZ-GAS-007105,residential,75.5,74.7,89.0,32.0,18.7,0
LZ-GAS-007106,residential,187.2,181.1,279.0,37.6,24.1,0
LZ-GAS-007107,residential,237.5,263.1,434.0,6.4,5.7,0
LZ-GAS-007108,commercial,572.5,581.9,164.0,26.5,16.3,0
LZ-GAS-007109,residential,194.4,203.5,319.0,30.6,16.1,0
LZ-GAS-007110,residential,318.5,290.2,480.0,8.2,6.5,0
LZ-GAS-007111,residential,23.6,24.2,0.0,61.5,19.3,0
LZ-GAS-007112,residential,126.6,123.6,187.0,28.2,17.9,0
LZ-GAS-007113,residential,283.8,278.7,466.0,37.0,11.9,0
LZ-GAS-007114,residential,136.0,133.2,195.0,64.3,19.2,0
LZ-GAS-007115,residential,67.9,133.7,198.0,73.0,28.4,1
LZ-GAS-007116,residential,62.5,67.6,77.0,20.7,15.7,0
LZ-GAS-007117,residential,33.0,31.9,0.0,60.2,28.8,0
LZ-GAS-007118,commercial,976.0,953.3,318.0,23.8,8.9,0
LZ-GAS-007119,residential,202.4,190.8,303.0,76.1,18.1,0
LZ-GAS-007120,commercial,1032.5,1136.7,389.0,73.9,29.8,0
LZ-GAS-007121,residential,190.5,189.8,294.0,39.7,8.0,0
LZ-GAS-007122,residential,68.3,69.3,80.0,7.4,5.6,0
LZ-GAS-007123,residential,28.2,26.2,0.0,68.2,21.8,0
LZ-GAS-007124,residential,279.1,163.3,250.0,54.7,28.2,1
LZ-GAS-007125,residential,268.7,251.5,412.0,63.4,21.9,0
LZ-GAS-007126,residential,193.5,172.3,271.0,41.1,10.0,0
LZ-GAS-007127,residential,168.0,186.0,288.0,77.0,25.0,0
LZ-GAS-007128,industrial,3705.2,3907.6,451.0,28.5,19.7,0
LZ-GAS-007129,residential,109.7,104.9,148.0,61.6,12.2,0
LZ-GAS-007130,residential,137.8,131.5,192.0,7.9,1.2,0
LZ-GAS-007131,commercial,1030.7,997.1,344.0,73.6,29.4,0
LZ-GAS-007132,residential,114.0,110.4,159.0,26.9,13.2,0
LZ-GAS-007133,commercial,500.3,467.3,116.0,11.1,3.5,0
LZ-GAS-007134,residential,111.3,112.5,159.0,33.7,13.3,0
LZ-GAS-007135,residential,183.0,192.8,305.0,10.5,8.9,0
LZ-GAS-007136,commercial,499.9,455.4,113.0,46.0,11.6,0
LZ-GAS-007137,residential,121.6,119.2,169.0,50.8,15.7,0
LZ-GAS-007138,residential,163.2,166.7,255.0,19.1,18.0,0
LZ-GAS-007139,residential,82.5,78.1,99.0,7.2,9.3,0
LZ-GAS-007140,residential,119.3,102.9,141.0,67.8,28.5,0
LZ-GAS-007141,residential,161.5,159.6,242.0,54.4,19.3,0
LZ-GAS-007142,residential,153.4,159.0,248.0,49.6,15.5,0
LZ-GAS-007143,residential,89.1,86.6,111.0,76.9,26.6,0
LZ-GAS-007144,industrial,1630.4,1727.2,140.0,8.7,3.4,0
LZ-GAS-007145,industrial,2934.7,3099.4,338.0,42.2,18.3,0
LZ-GAS-007146,commercial,569.5,556.5,152.0,4.1,5.4,0
LZ-GAS-007147,residential,142.6,141.7,211.0,69.4,21.7,0
LZ-GAS-007148,residential,137.5,133.5,197.0,67.5,21.4,0
LZ-GAS-007149,commercial,491.0,484.1,126.0,31.6,9.0,0
LZ-GAS-007150,commercial,988.6,910.9,310.0,47.2,24.6,0
LZ-GAS-007151,industrial,2208.6,2137.0,177.0,59.3,13.1,0
LZ-GAS-007152,residential,21.9,22.9,0.0,51.9,20.0,0
LZ-GAS-007153,residential,139.4,259.5,433.0,55.7,13.4,1
LZ-GAS-007154,residential,132.9,123.8,181.0,21.2,15.7,0
LZ-GAS-007155,commercial,821.8,727.6,233.0,58.0,19.3,0
LZ-GAS-007156,industrial,2687.0,2593.0,255.0,59.6,21.7,0
LZ-GAS-007157,residential,107.9,110.2,156.0,38.9,18.0,0
LZ-GAS-007158,residential,50.2,60.3,68.0,43.4,18.5,0
LZ-GAS-007159,residential,70.7,71.3,88.0,32.6,15.0,0
LZ-GAS-007160,residential,99.4,95.9,133.0,48.9,19.9,0
LZ-GAS-007161,residential,191.7,189.0,304.0,72.9,25.9,0
LZ-GAS-007162,residential,114.5,118.4,170.0,2.8,4.3,0
LZ-GAS-007163,residential,199.6,180.6,277.0,61.4,19.7,0
LZ-GAS-007164,residential,24.8,23.2,0.0,58.3,19.2,0
LZ-GAS-007165,residential,67.8,66.7,79.0,34.7,11.0,0
LZ-GAS-007166,residential,166.0,149.3,227.0,16.8,7.4,0
LZ-GAS-007167,industrial,1218.8,1285.5,62.0,50.1,25.0,0
LZ-GAS-007168,residential,214.0,195.3,310.0,61.1,13.9,0
LZ-GAS-007169,residential,128.0,128.8,184.0,12.3,17.4,0
LZ-GAS-007170,industrial,2189.2,2015.7,173.0,45.1,14.5,0
LZ-GAS-007171,residential,65.9,67.3,77.0,59.6,23.9,0
LZ-GAS-007172,residential,126.8,127.8,187.0,21.3,11.2,0
LZ-GAS-007173,commercial,209.0,194.9,13.0,66.0,21.5,0
LZ-GAS-007174,industrial,3173.8,2996.9,334.0,43.7,19.6,0
LZ-GAS-007175,commercial,741.5,754.8,253.0,6.1,15.9,0
LZ-GAS-007176,residential,114.3,117.1,170.0,66.7,22.0,0
LZ-GAS-007177,residential,54.6,59.7,66.0,2.7,6.4,0
LZ-GAS-007178,residential,162.2,172.7,269.0,66.0,19.7,0
LZ-GAS-007179,residential,194.7,80.9,98.0,44.1,27.1,1
LZ-GAS-007180,commercial,1025.1,981.9,347.0,0.5,11.9,0
LZ-GAS-007181,residential,186.4,192.5,302.0,12.0,14.5,0
LZ-GAS-007182,residential,88.8,92.2,116.0,10.2,8.6,0
LZ-GAS-007183,residential,319.0,125.5,183.0,51.8,9.4,1
LZ-GAS-007184,commercial,1337.6,1253.9,447.0,61.3,23.6,0
LZ-GAS-007185,residential,166.7,190.6,295.0,29.1,4.2,0
LZ-GAS-007186,residential,223.0,214.0,341.0,51.6,15.7,0
LZ-GAS-007187,residential,98.1,103.4,141.0,44.9,22.0,0
LZ-GAS-007188,industrial,3062.1,2873.6,313.0,68.6,20.1,0
LZ-GAS-007189,residential,43.4,45.3,39.0,19.3,7.3,0
LZ-GAS-007190,residential,178.8,190.4,298.0,10.1,0.0,0
LZ-GAS-007191,residential,219.4,213.4,339.0,32.8,17.7,0
LZ-GAS-007192,residential,39.2,124.8,181.0,66.8,24.7,1
LZ-GAS-007193,residential,178.8,176.2,270.0,20.5,8.6,0
LZ-GAS-007194,residential,116.3,117.3,162.0,65.4,24.1,0
LZ-GAS-007195,residential,116.5,117.6,175.0,7.1,0.0,0
LZ-GAS-007196,residential,168.2,158.7,244.0,68.7,18.4,0
LZ-GAS-007197,commercial,848.8,821.2,270.0,35.7,15.8,0
LZ-GAS-007198,residential,66.8,153.4,232.0,66.4,26.9,1
LZ-GAS-007199,residential,196.0,180.8,274.0,37.2,15.0,0
LZ-GAS-007200,industrial,1358.9,1342.8,77.0,42.1,10.2,0
LZ-GAS-007201,residential,33.2,32.9,17.0,55.7,17.4,0
LZ-GAS-007202,residential,187.8,175.6,271.0,13.3,14.8,0
LZ-GAS-007203,residential,23.5,23.2,0.0,2.0,3.4,0
LZ-GAS-007204,residential,24.8,24.3,0.0,31.1,14.9,0
LZ-GAS-007205,residential,45.0,45.4,33.0,10.7,10.7,0
LZ-GAS-007206,industrial,3051.4,3021.3,310.0,18.2,7.7,0
LZ-GAS-007207,residential,80.9,192.3,298.0,13.5,9.4,1
LZ-GAS-007208,commercial,3219.7,1349.0,480.0,9.4,0.0,1
LZ-GAS-007209,residential,117.8,119.2,172.0,67.9,20.0,0
LZ-GAS-007210,residential,47.6,116.3,166.0,49.7,18.5,1
LZ-GAS-007211,residential,127.8,134.9,195.0,28.3,16.1,0
LZ-GAS-007212,residential,39.3,39.6,28.0,71.1,30.0,0
LZ-GAS-007213,residential,232.7,215.2,343.0,0.8,3.7,0
LZ-GAS-007214,residential,63.9,73.5,90.0,73.0,26.5,0
LZ-GAS-007215,residential,85.4,85.4,106.0,63.9,21.2,0
LZ-GAS-007216,industrial,2516.6,2490.7,236.0,37.5,11.3,0
LZ-GAS-007217,commercial,480.7,505.3,143.0,74.9,20.7,0
LZ-GAS-007218,residential,160.6,176.6,277.0,27.8,12.5,0
LZ-GAS-007219,industrial,2831.6,2870.4,308.0,11.2,8.7,0
LZ-GAS-007220,residential,188.4,199.5,314.0,8.1,4.1,0
LZ-GAS-007221,residential,337.7,138.9,208.0,58.5,30.0,1
LZ-GAS-007222,commercial,405.7,382.1,97.0,23.9,11.7,0
LZ-GAS-007223,residential,130.7,139.9,209.0,21.3,14.5,0
LZ-GAS-007224,residential,62.0,61.2,65.0,64.4,20.6,0
LZ-GAS-007225,commercial,198.1,184.4,9.0,69.7,30.0,0
LZ-GAS-007226,industrial,926.0,1009.5,2.0,30.8,2.4,0
LZ-GAS-007227,commercial,1010.1,1020.4,343.0,27.6,11.0,0
LZ-GAS-007228,commercial,206.3,220.4,25.0,41.2,17.1,0
LZ-GAS-007229,residential,233.1,224.3,362.0,32.2,19.9,0
LZ-GAS-007230,commercial,650.4,627.4,201.0,70.4,23.2,0
LZ-GAS-007231,residential,110.7,113.5,164.0,42.5,11.5,0
LZ-GAS-007232,residential,147.6,142.3,218.0,21.3,19.0,0
LZ-GAS-007233,residential,252.6,256.8,422.0,0.5,9.3,0
LZ-GAS-007234,residential,37.5,37.5,22.0,75.7,23.5,0
LZ-GAS-007235,industrial,2643.7,2670.9,270.0,27.0,11.3,0
LZ-GAS-007236,commercial,520.0,525.2,147.0,75.4,23.4,0
LZ-GAS-007237,residential,61.2,62.5,70.0,70.9,24.4,0
LZ-GAS-007238,residential,28.2,26.0,0.0,34.1,5.8,0
LZ-GAS-007239,residential,66.3,69.0,82.0,18.3,11.1,0
LZ-GAS-007240,commercial,402.5,398.6,82.0,57.8,17.2,0
LZ-GAS-007241,residential,143.2,141.9,213.0,7.6,10.2,0
LZ-GAS-007242,residential,213.2,202.9,324.0,5.0,8.7,0
LZ-GAS-007243,residential,169.2,171.5,264.0,2.3,1.2,0
LZ-GAS-007244,residential,126.2,121.2,176.0,45.4,23.9,0
LZ-GAS-007245,residential,273.5,267.4,437.0,62.4,25.2,0
LZ-GAS-007246,residential,98.6,97.7,129.0,51.8,14.3,0
LZ-GAS-007247,residential,159.4,145.0,217.0,74.2,19.1,0
LZ-GAS-007248,residential,118.4,114.5,167.0,6.4,4.0,0
LZ-GAS-007249,industrial,2924.6,2843.5,300.0,58.6,22.2,0
LZ-GAS-007250,commercial,871.5,836.9,275.0,56.2,26.2,0
LZ-GAS-007251,residential,138.5,141.1,210.0,57.7,15.7,0
LZ-GAS-007252,residential,195.1,187.2,294.0,41.1,12.2,0
LZ-GAS-007253,residential,154.8,162.1,250.0,10.8,11.1,0
LZ-GAS-007254,residential,85.7,93.6,125.0,27.6,12.5,0
LZ-GAS-007255,residential,215.1,211.3,339.0,19.4,10.4,0
LZ-GAS-007256,residential,96.1,104.2,147.0,76.7,24.4,0
LZ-GAS-007257,residential,100.7,95.5,129.0,62.0,19.7,0
LZ-GAS-007258,residential,189.8,193.7,309.0,73.1,30.0,0
LZ-GAS-007259,commercial,182.8,537.8,149.0,46.1,22.2,1
LZ-GAS-007260,residential,140.3,142.9,219.0,4.6,5.3,0
LZ-GAS-007261,residential,293.7,292.7,480.0,59.7,27.0,0
LZ-GAS-007262,industrial,2752.7,3124.8,330.0,29.0,22.5,0
LZ-GAS-007263,residential,118.1,106.0,146.0,52.2,21.2,0
LZ-GAS-007264,residential,85.0,103.7,145.0,35.0,16.1,0
LZ-GAS-007265,residential,208.7,215.8,345.0,45.5,14.7,0
LZ-GAS-007266,industrial,2376.0,2586.0,263.0,12.9,9.6,0
LZ-GAS-007267,residential,80.7,79.4,95.0,71.9,24.9,0
LZ-GAS-007268,residential,181.7,191.9,303.0,25.2,18.6,0
LZ-GAS-007269,industrial,837.2,924.0,4.0,68.9,18.3,0
LZ-GAS-007270,residential,223.7,233.8,387.0,72.6,15.9,0
LZ-GAS-007271,commercial,1086.4,1090.2,384.0,45.7,14.7,0
LZ-GAS-007272,residential,281.5,264.2,434.0,12.9,10.9,0
LZ-GAS-007273,residential,44.8,47.9,46.0,32.1,3.8,0
LZ-GAS-007274,residential,204.1,189.0,299.0,40.6,14.9,0
LZ-GAS-007275,industrial,4061.4,4077.1,479.0,23.2,7.6,0
LZ-GAS-007276,residential,195.2,179.2,275.0,6.0,1.7,0
LZ-GAS-007277,residential,133.0,131.2,195.0,76.1,25.5,0
LZ-GAS-007278,residential,235.1,235.0,393.0,48.4,23.7,0
