RecordID,weekly_sales,size,cpi,unemployment,temperature,fuel_price,dept,store,type,month
8707,4102.75,125833,219.36,6.38,70.49,3.91,32,9,B,5
8708,8195.5,34875,216.05,6.53,89.42,3.68,11,5,B,7
8709,17144.89,203819,136.5,7.87,40.18,3.63,67,19,A,12
8710,41036.18,206302,129.81,12.89,59.77,3.83,94,28,A,11
8711,11546.43,155078,215.37,6.43,54.89,2.73,1,8,A,11
8712,818.47,41062,207.62,10.64,87.84,3.53,74,43,C,9
8713,9565.14,155083,136.59,4.42,24.46,3.41,29,40,A,12
8714,8035.17,57197,193.91,6.34,63.96,3.55,17,16,B,8
8715,863.84,155083,137.51,4.26,30.58,3.88,27,40,A,3
8716,1545.44,39910,220.43,6.99,80.74,3.5,21,37,C,6
8717,8271.05,219622,126.15,7.95,66.84,2.88,33,13,A,9
8718,642.82,93188,126.5,6.55,18.36,2.67,83,17,B,2
8719,56729.76,114533,132.66,5.33,68.65,2.8,9,23,B,8
8720,20830.41,125833,215.14,6.56,49.89,2.71,95,9,B,12
8721,24073.8,206302,130.9,12.19,56.26,4.04,5,28,A,3
8722,1742.24,120653,138.83,8.24,59.68,4.03,52,18,B,10
8723,22132.21,204184,137.85,7.83,40.11,3.79,82,27,A,3
8724,1015.0,37392,226.32,6.33,72.78,3.72,30,3,B,9
8725,19549.57,155083,132.87,5.29,47.1,2.94,9,40,A,10
8726,1.0,204184,136.4,7.98,82.69,2.94,18,27,A,7
8727,38916.67,202307,216.03,7.85,75.58,3.47,97,2,A,9
8728,6572.7,151315,211.41,7.84,52.33,2.89,83,1,A,12
8729,3749.62,128107,214.55,7.14,69.54,3.74,26,25,B,6
8730,22.0,39910,216.56,7.72,58.97,3.33,31,37,C,11
8731,10474.79,123737,132.22,8.19,59.09,3.1,5,15,B,5
8732,4148.89,219622,130.89,5.76,79.18,3.62,83,13,A,8
8733,22749.34,152513,132.44,8.51,51.62,2.83,13,26,A,6
8734,37504.61,203007,192.9,8.6,67.38,3.7,72,32,A,6
8735,4063.42,203007,197.78,8.09,52.1,3.9,20,32,A,4
8736,1404.87,128107,204.76,7.53,71.17,2.72,52,25,B,9
8737,55871.87,205863,126.11,7.37,80.7,2.65,93,4,A,7
8738,12808.04,155083,136.48,4.42,32.76,3.54,97,40,A,11
8739,9732.35,205863,129.17,5.64,84.36,3.66,20,4,A,7
8740,3438.67,219622,129.85,6.39,33.94,3.39,41,13,A,12
8741,18030.72,207499,223.38,6.83,53.1,3.26,3,11,A,1
8742,24910.26,203750,216.36,7.85,78.91,3.36,81,31,A,9
8743,97756.5,202505,223.41,5.96,81.2,3.35,92,6,A,6
8744,22088.3,70713,189.77,9.02,64.64,2.69,10,7,B,7
8745,53502.62,203742,204.76,7.53,75.5,2.72,93,20,A,9
8746,27500.93,206302,129.81,12.89,59.77,3.83,7,28,A,11
8747,6096.91,184109,219.32,7.24,61.1,3.56,83,39,A,2
8748,72853.84,203819,136.42,8.36,68.0,3.86,90,24,A,9
8749,8893.75,207499,213.77,7.34,67.81,2.81,56,11,A,4
8750,5202.42,155083,138.13,4.12,63.39,3.68,6,40,A,6
8751,34.88,39690,129.81,7.87,68.57,3.83,25,42,C,11
8752,1947.28,93638,135.08,9.97,63.97,3.87,97,29,B,6
8753,3295.32,120653,137.73,8.08,45.35,3.92,83,18,B,3
8754,2198.0,207499,214.7,7.37,64.1,2.67,31,11,A,3
8755,7795.89,39690,130.76,7.4,98.15,3.88,2,33,A,6
8756,5812.06,34875,222.52,5.6,81.05,3.31,79,5,B,7
8757,26348.03,205863,130.28,4.61,42.09,3.27,82,4,A,1
8758,9575.55,123737,134.59,7.66,57.07,4.21,17,15,B,5
8759,5191.41,203007,189.45,8.96,72.42,2.72,32,32,A,6
8760,2967.4,123737,136.75,7.94,36.26,3.67,32,15,B,1
8761,15684.4,152513,131.9,8.51,36.53,2.83,96,26,A,4
8762,56309.14,202307,210.89,8.1,87.66,2.61,93,2,A,7
8763,6200.0,114533,136.96,4.26,25.71,3.57,50,23,B,1
8764,5297.66,155083,133.85,5.11,35.76,3.63,3,40,A,3
8765,15484.59,203819,138.19,8.19,69.83,3.96,22,19,A,8
8766,86376.58,203750,211.27,8.16,50.43,2.71,95,31,A,12
8767,7627.32,118221,191.17,8.68,79.97,3.52,25,45,B,7
8768,15564.37,39910,214.03,8.3,73.25,3.74,8,37,C,4
8769,8.91,39910,218.23,7.72,48.26,3.13,49,37,C,12
8770,9423.74,114533,132.92,5.29,41.66,3.03,71,23,B,11
8771,4895.09,205863,129.15,5.64,82.84,3.63,44,4,A,7
8772,3278.22,57197,196.95,6.16,26.21,3.13,21,16,B,2
8773,49068.25,39690,126.67,9.0,55.33,3.16,95,42,C,11
8774,6531.83,204184,140.91,8.01,36.96,3.74,55,27,A,1
8775,26774.81,207499,218.68,7.57,76.64,3.74,46,11,A,4
8776,1847.82,118221,181.65,8.9,70.75,2.97,44,45,B,5
8777,6424.26,203007,198.59,7.87,60.62,3.79,55,32,A,9
8778,9236.46,39910,209.87,8.36,81.74,2.6,40,36,A,7
8779,5634.04,155078,213.77,6.29,56.1,2.8,55,8,A,4
8780,729.27,42988,214.65,7.93,87.54,3.64,7,30,C,6
8781,12253.37,42988,214.73,7.93,68.62,3.62,81,30,C,4
8782,17773.32,203007,189.53,8.96,48.94,2.77,5,32,A,5
8783,2735.14,37392,221.41,7.2,61.7,3.3,17,3,B,11
8784,27004.64,128107,204.67,7.86,69.56,2.78,13,25,B,6
8785,25058.75,155083,138.13,4.12,63.39,3.68,4,40,A,6
8786,27078.52,202505,223.33,5.96,72.66,3.69,46,6,A,5
8787,33445.26,203750,223.08,6.17,70.5,3.51,4,31,A,10
8788,7885.29,37392,219.4,7.57,83.63,3.53,4,3,B,9
8789,5263.73,203750,211.3,8.1,89.65,2.69,42,31,A,8
8790,15747.17,151315,212.94,7.74,36.39,3.02,55,1,A,2
8791,30667.66,196321,196.73,6.59,27.49,3.08,13,41,A,1
8792,5176.34,123737,136.18,7.81,70.41,3.94,90,15,B,8
8793,7414.54,114533,137.51,4.26,33.11,3.88,30,23,B,3
8794,71152.22,93188,126.38,6.64,43.82,2.94,38,17,B,4
8795,1521.38,93638,132.77,10.41,62.49,2.72,31,29,B,9
8796,8504.18,128107,210.69,7.08,46.28,3.57,67,25,B,10
8797,27576.18,204184,138.33,7.72,61.71,4.12,81,27,A,4
8798,10646.61,39690,131.11,10.2,71.74,4.47,4,38,C,10
8799,41063.36,152513,132.72,8.44,66.93,2.74,94,26,A,9
8800,13225.86,114533,138.19,4.16,69.97,3.84,29,23,B,8
8801,1023.38,151315,221.62,7.14,67.23,3.81,31,1,A,4
8802,14518.86,219622,131.01,5.76,67.96,3.82,67,13,A,9
8803,6572.16,103681,142.11,8.88,73.4,3.74,30,35,B,6
8804,2010.71,39910,218.05,7.72,55.41,3.1,46,36,A,12
8805,4920.05,206302,130.89,10.93,89.78,4.09,20,28,A,8
8806,4848.24,204184,137.63,7.83,43.64,3.75,44,27,A,3
8807,4547.26,34875,222.33,5.8,70.45,3.63,14,5,B,5
8808,5467.53,42988,219.63,7.06,52.21,3.27,79,30,C,1
8809,30615.12,219622,129.69,6.39,60.62,3.59,23,13,A,10
8810,65591.14,203819,136.5,7.87,52.05,3.76,72,19,A,10
8811,40853.91,120653,134.94,8.98,69.49,3.92,72,18,B,6
8812,2974.01,204184,140.27,7.85,69.65,3.94,52,27,A,9
8813,819.13,112238,129.07,13.74,88.95,3.9,28,12,B,6
8814,22650.1,118221,185.53,8.52,53.69,3.82,16,45,B,4
8815,12734.7,203819,138.57,8.19,65.08,4.09,25,19,A,9
8816,11775.21,114533,134.59,4.78,55.12,4.09,96,23,B,5
8817,19294.8,120653,134.68,8.98,57.55,4.1,34,18,B,5
8818,29586.48,140167,212.22,8.03,36.33,2.99,23,21,B,2
8819,7670.87,114533,138.11,4.12,66.22,3.8,55,23,B,6
8820,4203.87,151315,213.54,7.74,62.9,3.06,6,1,A,2
8821,32621.43,39910,130.68,5.41,83.68,3.6,90,44,C,7
8822,26807.27,203742,204.43,8.19,25.43,2.74,11,20,A,2
8823,3796.37,155083,132.69,5.33,62.57,2.77,26,40,A,8
8824,132.38,140167,223.08,6.17,70.5,3.51,83,21,B,10
8825,22728.55,200898,185.36,8.52,48.71,3.72,82,14,A,4
8826,4112.62,203742,208.64,7.29,62.97,3.96,85,20,A,4
8827,9736.13,202505,212.98,7.09,81.81,2.67,42,6,A,6
8828,22893.64,203742,210.69,7.08,49.36,3.57,11,20,A,10
8829,3088.26,93188,129.08,6.77,51.93,3.8,20,17,B,5
8830,3215.58,202307,219.53,7.06,45.99,3.26,30,2,A,1
8831,20610.4,203007,189.53,8.96,48.94,2.77,7,32,A,5
8832,1151.92,203819,136.59,7.87,36.09,3.59,28,19,A,12
8833,843.6,140167,211.04,8.32,57.1,2.67,18,21,B,3
8834,14686.9,202505,216.54,6.86,87.08,3.64,25,6,A,6
8835,10428.2,57197,194.88,6.34,57.61,3.54,11,16,B,9
8836,9688.16,206302,126.29,14.1,70.15,3.13,3,28,A,5
8837,28309.01,196321,190.33,7.34,70.59,2.73,4,41,A,8
8838,1538.0,203742,213.12,6.96,33.47,3.64,48,20,A,2
8839,21542.08,42988,218.61,7.44,41.44,3.16,40,30,C,12
8840,60681.17,203007,196.87,8.26,35.89,3.03,91,32,A,2
8841,23933.55,39690,129.07,13.74,88.95,3.9,91,38,C,6
8842,30054.19,196321,195.18,6.76,45.62,3.55,4,41,A,10
8843,6322.37,158114,126.61,9.52,45.86,2.74,98,34,A,3
8844,17921.33,206302,130.38,12.19,52.27,3.72,22,28,A,2
8845,17146.82,203007,196.55,8.26,36.75,3.1,82,32,A,1
8846,10001.29,118221,182.08,8.99,34.89,2.75,9,45,B,2
8847,7826.8,120653,132.76,9.33,67.76,2.72,32,18,B,10
8848,9792.79,39910,219.9,7.24,67.48,3.73,80,37,C,3
8849,10355.99,114533,132.84,5.29,34.95,3.07,42,23,B,11
8850,3805.0,202505,213.19,7.01,70.69,2.6,58,6,A,10
8851,19051.75,196321,193.51,6.9,74.11,3.54,5,41,A,7
8852,19944.42,93638,138.23,9.42,76.57,3.61,8,29,B,7
8853,20.1,184109,221.12,6.62,83.71,3.73,99,39,A,9
8854,205.53,57197,197.56,6.17,56.74,3.84,96,16,B,5
8855,714.0,125833,214.66,6.42,38.01,2.57,41,9,B,2
8856,7350.3,120653,137.42,8.08,33.59,3.83,33,18,B,3
8857,32438.65,70713,193.09,8.62,58.54,3.6,38,7,B,7
8858,39123.74,200898,192.33,8.67,54.47,4.0,7,14,A,10
8859,11696.1,196321,189.58,7.36,40.2,2.77,67,41,A,4
8860,11.97,112238,129.17,13.5,93.29,3.8,45,12,B,7
8861,35996.79,42988,221.07,6.89,69.02,3.89,90,30,C,4
8862,8723.84,119557,141.84,7.67,49.89,4.02,55,22,B,4
8863,30186.27,151315,214.11,7.74,53.56,3.46,81,1,A,3
8864,4791.74,125833,219.63,6.4,77.95,3.53,55,9,B,9
8865,14252.77,203007,199.15,7.56,53.57,3.75,79,32,A,10
8866,4685.52,93188,127.86,6.87,14.19,3.03,33,17,B,2
8867,26928.33,203819,138.28,8.95,68.13,4.0,5,24,A,8
8868,14950.61,219622,126.28,7.8,63.03,2.84,98,13,A,10
8869,7720.77,34875,223.97,5.42,66.24,3.6,96,5,B,10
8870,60669.07,202307,217.16,7.44,64.53,3.35,2,2,A,10
8871,41.32,196321,189.47,7.36,50.59,2.78,45,41,A,5
8872,8340.62,207499,221.9,7.2,70.03,3.24,67,11,A,11
8873,55436.45,203819,138.74,8.95,58.86,4.16,72,24,A,9
8874,6159.3,202307,220.85,7.06,63.68,3.73,83,2,A,3
8875,89520.32,204184,138.77,7.72,74.17,4.07,94,27,A,6
8876,11.56,123737,131.86,8.35,39.53,2.96,51,15,B,3
8877,77567.1,202307,211.12,8.03,33.02,2.98,93,2,A,1
8878,309.82,202505,222.45,6.13,60.32,3.63,59,6,A,3
8879,18106.8,126512,126.13,9.52,90.32,3.08,3,10,B,6
8880,13633.78,206302,131.1,11.63,84.51,4.11,87,28,A,5
8881,34021.85,128107,203.65,7.86,50.97,2.92,72,25,B,4
8882,599.04,205863,126.13,7.37,79.78,2.61,28,4,A,7
8883,14318.51,93188,131.19,5.53,39.94,3.76,91,17,B,10
8884,470.63,125833,225.26,5.54,69.19,3.89,27,9,B,4
8885,1794.55,39690,129.79,12.89,67.41,3.73,83,38,C,10
8886,2485.97,120653,138.74,8.54,58.24,4.02,27,18,B,9
8887,36699.79,103681,136.69,8.76,46.67,3.04,55,35,B,11
8888,2061.87,203819,132.66,8.12,72.17,2.91,56,24,A,8
8889,6459.2,155078,218.4,6.3,84.73,3.64,25,8,A,6
8890,115720.81,37392,215.18,7.56,71.64,2.72,38,3,B,10
8891,27384.43,118221,181.98,8.99,27.73,2.77,2,45,B,2
8892,24718.8,57197,191.26,6.99,19.66,2.83,2,16,B,12
8893,7220.28,93188,129.09,6.74,67.39,3.61,26,17,B,7
8894,3584.45,196321,189.6,7.54,21.84,2.59,12,41,A,2
8895,6012.5,93638,131.82,10.06,46.03,2.83,25,29,B,3
8896,33738.1,140167,216.7,7.44,71.64,3.28,72,21,B,10
8897,3589.03,140167,211.01,8.32,48.61,2.62,67,21,B,3
8898,5727.68,155083,136.21,4.58,65.01,3.8,55,40,A,8
8899,5.88,118221,185.91,8.62,74.04,3.75,54,45,B,7
8900,2581.97,125833,214.55,6.42,51.8,2.73,67,9,B,3
8901,35127.5,118221,185.97,8.52,62.28,4.06,2,45,B,5
8902,40480.27,203819,138.19,8.19,69.83,3.96,3,19,A,8
8903,48.98,39910,126.61,8.12,41.48,2.82,42,44,C,3
8904,53608.74,203750,211.57,8.16,67.51,2.72,2,31,A,10
8905,83832.54,152513,138.26,7.4,64.47,3.56,95,26,A,7
8906,65381.41,203742,215.93,7.29,60.77,3.98,7,20,A,10
8907,10862.0,202307,211.86,8.03,42.83,3.01,58,2,A,1
8908,202.4,204184,136.6,8.02,31.34,3.31,60,27,A,12
8909,62762.65,155078,213.77,6.29,56.1,2.8,95,8,A,4
8910,108.7,39910,128.96,6.91,47.55,3.66,72,44,C,4
8911,1710.54,103681,142.11,8.88,73.4,3.74,93,35,B,6
8912,2476.07,39690,126.13,9.52,90.32,3.08,83,42,C,6
8913,15644.98,158114,128.51,10.4,55.58,3.5,7,34,A,3
8914,2526.97,128107,205.06,7.48,46.73,2.92,97,25,B,10
8915,171.0,203750,211.12,8.16,46.35,2.84,54,31,A,12
8916,838.86,126512,126.16,9.52,76.67,3.06,56,10,B,5
8917,61883.75,151315,222.78,6.91,69.87,3.72,72,1,A,9
8918,2927.35,103681,141.7,8.74,49.4,3.95,18,35,B,3
8919,1092.35,119557,136.22,8.35,69.49,2.86,52,22,B,6
8920,10881.11,184109,210.97,8.4,47.94,3.01,10,39,A,1
8921,328.63,184109,209.86,8.36,83.86,2.62,28,39,A,7
8922,22038.63,203819,138.16,8.15,75.83,3.72,82,19,A,6
8923,18316.85,120653,132.82,9.33,47.12,2.92,87,18,B,10
8924,7156.46,39910,126.09,7.8,81.24,2.8,81,44,C,8
8925,58501.54,41062,206.86,10.58,88.49,3.64,38,43,C,6
8926,22723.72,206302,130.79,11.63,91.61,4.01,10,28,A,6
8927,19098.01,34875,212.05,6.5,79.86,2.56,40,5,B,9
8928,42983.95,57197,191.37,6.61,12.39,2.88,72,16,B,1
8929,7304.29,152513,137.98,7.49,43.6,4.02,34,26,A,4
8930,31593.55,203819,132.61,8.12,74.54,2.94,80,24,A,8
8931,31903.55,203742,214.96,7.28,68.27,3.83,5,20,A,8
8932,17020.45,155078,226.57,5.4,71.1,3.67,7,8,A,9
8933,25632.39,202307,211.06,8.16,47.3,2.94,82,2,A,12
8934,88767.53,203819,138.91,7.99,48.29,4.19,95,19,A,10
8935,1166.52,158114,128.4,10.4,45.87,3.46,52,34,A,3
8936,9154.22,203750,221.2,6.89,66.97,3.88,87,31,A,4
8937,17119.9,39690,131.04,7.38,65.99,4.28,1,42,C,4
8938,11984.04,103681,137.5,8.55,36.99,3.43,90,35,B,3
8939,4688.83,126512,130.38,7.54,55.73,3.72,31,10,B,2
8940,29094.97,103681,142.1,8.88,64.77,3.8,7,35,B,5
8941,226.88,200898,190.98,8.57,61.24,3.89,59,14,A,5
8942,1439.06,103681,137.63,8.55,43.64,3.58,52,35,B,3
8943,15850.4,112238,129.37,13.5,88.0,3.91,14,12,B,9
8944,85590.75,203819,131.64,8.33,31.05,2.91,95,24,A,2
8945,46.91,39910,218.05,7.72,55.41,3.1,12,36,A,12
8946,2236.01,37392,214.2,7.34,78.6,2.76,17,3,B,5
8947,24949.75,140167,210.75,8.32,39.05,2.57,34,21,B,2
8948,9679.36,128107,216.15,7.29,56.69,3.88,81,25,B,10
8949,23.68,155083,132.5,5.44,69.72,2.81,51,40,A,6
8950,2754.86,57197,193.09,6.34,63.59,3.6,67,16,B,7
8951,793.38,39690,126.1,14.18,83.12,3.09,16,38,C,9
8952,13429.99,123737,131.69,8.35,29.87,2.91,74,15,B,2
8953,47712.78,202505,217.05,6.86,80.83,3.79,10,6,A,5
8954,235.68,41062,207.1,10.58,65.01,3.74,42,43,C,4
8955,17685.82,200898,182.08,8.99,48.79,2.84,11,14,A,3
8956,9959.82,123737,137.42,7.94,33.24,3.98,22,15,B,3
8957,7950.48,125833,214.93,6.56,49.7,2.87,3,9,B,12
8958,3844.2,155078,214.74,6.43,41.47,2.94,29,8,A,12
8959,7838.04,103681,142.17,8.84,78.44,3.72,91,35,B,8
8960,2571.52,125833,215.12,6.44,84.01,2.62,20,9,B,8
8961,33617.51,202307,222.22,6.56,75.88,3.72,96,2,A,9
8962,37641.15,203819,136.31,7.81,62.76,3.94,9,19,A,9
8963,5044.7,126512,129.77,7.87,70.27,3.7,97,10,B,10
8964,3452.01,70713,189.73,9.01,29.04,2.69,67,7,B,3
8965,3225.45,34875,222.54,5.6,86.91,3.42,81,5,B,8
8966,5788.55,202307,219.63,7.06,51.7,3.27,29,2,A,1
8967,13321.56,205863,130.07,5.14,36.89,3.12,98,4,A,12
8968,26025.09,207499,217.97,7.55,73.74,3.47,5,11,A,3
8969,1846.8,39910,220.64,6.62,84.41,3.49,1,36,A,8
8970,67762.1,39690,126.14,9.2,92.89,2.98,92,42,C,7
8971,10616.57,42988,219.18,7.44,45.16,3.13,97,30,C,12
8972,22399.66,118221,191.16,8.68,78.65,3.72,90,45,B,8
8973,13901.47,202505,214.46,6.86,39.38,3.02,3,6,A,2
8974,22179.78,155083,136.53,4.42,29.53,3.44,10,40,A,12
8975,5274.94,203007,197.66,8.09,71.14,3.74,44,32,A,6
8976,1705.93,123737,138.57,8.19,65.44,4.09,35,15,B,9
8977,16577.88,205863,126.61,7.13,48.05,2.78,22,4,A,11
8978,335.67,39910,211.7,8.4,41.16,3.01,3,36,A,2
8979,12.0,41062,203.54,9.82,86.31,2.69,20,43,C,8
8980,1927.81,207499,225.46,6.33,86.94,3.42,27,11,A,8
8981,531.0,42988,221.59,6.56,91.57,3.42,60,30,C,8
8982,7655.62,203750,213.48,8.03,59.52,3.29,20,31,A,3
8983,3157.99,57197,197.88,6.06,70.29,3.61,67,16,B,7
8984,1205.94,114533,132.47,5.44,60.29,2.8,93,23,B,6
8985,1274.52,103681,135.83,9.05,54.95,2.9,28,35,B,4
8986,9075.77,114533,132.69,5.33,63.25,2.77,21,23,B,8
8987,29119.57,123737,136.21,7.81,69.19,3.91,95,15,B,8
8988,2984.9,200898,190.69,8.57,49.73,4.0,52,14,A,4
8989,7823.67,206302,131.01,10.93,82.97,4.12,22,28,A,9
8990,24196.23,203007,197.83,7.87,78.68,3.65,8,32,A,7
8991,2824.02,219622,127.44,7.47,34.8,2.93,31,13,A,1
8992,78270.35,203742,214.96,7.28,68.27,3.83,8,20,A,8
8993,3764.36,152513,132.36,8.51,58.46,2.86,20,26,A,6
8994,158.4,200898,184.99,8.55,41.76,3.62,60,14,A,3
8995,2183.73,37392,214.81,7.35,80.84,2.56,17,3,B,9
8996,17459.78,125833,214.88,6.42,43.83,2.56,5,9,B,2
8997,13651.24,39690,126.67,14.31,47.66,3.16,96,38,C,11
8998,13487.5,151315,211.41,7.84,49.84,2.87,17,1,A,12
8999,10975.63,39910,214.47,8.3,73.02,3.91,81,37,C,5
9000,84053.55,202307,221.68,6.56,84.79,3.57,93,2,A,8
9001,5095.58,57197,194.38,6.34,67.51,3.48,12,16,B,8
9002,370.57,39690,130.83,12.19,64.44,4.27,74,38,C,3
9003,611.0,219622,128.96,7.19,47.55,3.66,48,13,A,4
9004,1913.79,205863,130.72,4.08,80.37,3.19,85,4,A,7
9005,16274.88,204184,140.44,7.91,46.28,3.63,87,27,A,12
9006,38404.83,151315,211.11,7.79,80.48,2.64,97,1,A,7
9007,781.99,128107,208.66,7.27,74.72,3.83,27,25,B,7
9008,18512.55,140167,221.31,6.89,77.53,3.75,8,21,B,5
9009,577.48,203742,214.73,7.28,78.27,3.52,59,20,A,7
9010,4563.9,57197,194.25,6.34,68.83,3.5,32,16,B,8
9011,16145.22,119557,136.77,8.57,48.62,3.03,79,22,B,11
9012,9818.84,39690,127.44,14.02,53.53,3.22,13,38,C,1
9013,15943.53,140167,215.15,7.93,76.86,3.79,82,21,B,5
9014,3954.4,203819,133.03,8.25,23.69,3.39,83,24,A,1
9015,12462.02,196321,191.48,7.24,22.44,2.91,7,41,A,1
9016,2489.3,203007,194.74,8.62,60.88,3.6,52,32,A,9
9017,13265.44,123737,138.26,8.19,72.62,3.69,34,15,B,7
9018,118431.03,203750,221.39,6.89,79.24,3.5,92,31,A,6
9019,4986.67,155078,214.88,6.32,80.37,2.63,26,8,A,8
9020,181.72,39910,209.39,8.46,77.34,2.83,85,37,C,5
9021,9486.64,152513,134.18,7.82,29.09,3.72,11,26,A,4
9022,2048.88,125833,225.49,5.54,78.91,3.45,24,9,B,6
9023,27336.59,39690,130.72,7.17,83.98,3.77,93,42,C,7
9024,37794.81,93638,137.34,8.99,39.0,3.75,38,29,B,2
9025,54964.88,196321,192.42,6.93,39.94,3.61,40,41,A,4
9026,1.2,202505,217.05,6.86,80.83,3.79,18,6,A,5
9027,7530.5,203819,135.08,7.66,64.02,3.99,42,19,A,6
9028,52550.84,203819,132.95,7.77,21.68,3.37,40,19,A,1
9029,1193.65,219622,129.08,7.19,52.12,3.8,28,13,A,5
9030,14489.98,114533,137.51,4.26,33.11,3.88,55,23,B,3
9031,30736.03,39690,126.06,9.5,95.57,3.05,93,33,A,8
9032,20157.1,42988,215.28,7.93,70.19,3.81,93,30,C,4
9033,23.84,93638,134.59,9.97,57.71,4.09,80,29,B,5
9034,7533.56,205863,126.56,7.9,56.23,2.81,32,4,A,4
9035,19106.94,39910,213.93,8.18,85.33,3.5,96,36,A,7
9036,530.18,140167,211.33,8.16,70.28,2.6,56,21,B,10
9037,3365.91,34875,222.33,5.8,79.72,3.5,12,5,B,6
9038,16911.55,39690,130.93,7.17,83.07,4.12,13,42,C,9
9039,6771.67,203742,214.53,7.14,63.19,3.89,6,20,A,5
9040,1149.2,103681,137.96,8.51,37.27,3.64,93,35,B,4
9041,3936.11,204184,142.5,8.24,76.0,4.08,44,27,A,9
9042,4341.74,204184,142.5,8.24,76.0,4.08,85,27,A,9
9043,6602.0,219622,126.38,8.11,48.33,2.94,58,13,A,4
9044,24349.77,119557,138.5,8.25,57.71,4.09,46,22,B,5
9045,14722.16,205863,126.18,7.9,67.4,2.82,26,4,A,5
9046,3615.05,126512,131.01,7.17,81.93,4.12,27,10,B,9
9047,1480.99,155078,226.36,5.4,66.96,3.72,85,8,A,9
9048,1870.12,128107,214.53,7.14,59.21,3.89,52,25,B,5
9049,31257.13,203819,132.44,8.21,64.84,2.97,23,24,A,6
9050,2439.38,112238,129.04,13.74,78.72,3.98,97,12,B,6
9051,19878.51,203819,132.84,8.27,41.92,3.19,9,24,A,11
9052,4449.76,203007,191.01,9.14,29.97,2.74,49,32,A,11
9053,40217.85,205863,128.13,6.51,49.0,3.09,10,4,A,2
9054,7856.0,114533,134.86,4.78,67.21,3.97,36,23,B,6
9055,625.94,123737,132.06,8.19,49.09,3.04,28,15,B,4
9056,4510.39,206302,126.14,14.18,91.98,3.1,44,28,A,7
9057,9602.68,39690,126.61,13.98,60.06,3.08,4,38,C,3
9058,137.75,39690,126.14,9.5,97.66,2.98,25,33,A,7
9059,11436.75,39690,130.97,7.6,71.34,4.29,79,33,A,3
9060,37881.58,152513,133.18,7.91,11.17,3.24,91,26,A,2
9061,8657.44,204184,136.61,8.02,41.81,3.2,20,27,A,12
9062,13644.98,155078,218.26,6.3,49.86,3.52,1,8,A,4
9063,4475.88,120653,136.21,8.89,70.32,3.8,21,18,B,8
9064,5356.96,114533,132.92,5.29,36.6,2.94,31,23,B,11
9065,5277.16,203007,190.47,9.02,67.17,2.8,26,32,A,9
9066,6648.47,39690,126.15,9.2,91.03,3.1,82,42,C,7
9067,13159.08,103681,142.02,8.88,53.68,3.95,10,35,B,5
9068,397.3,42988,221.36,6.89,74.14,3.69,7,30,C,5
9069,284.0,155083,136.86,4.26,14.02,3.54,48,40,A,1
9070,4685.0,205863,126.5,8.62,28.84,2.57,35,4,A,2
9071,2487.9,93188,129.37,6.74,61.94,3.62,30,17,B,9
9072,2787.5,120653,131.86,9.2,47.55,2.83,36,18,B,3
9073,4987.0,103681,136.08,9.05,63.31,2.96,35,35,B,5
9074,1125.33,41062,210.74,10.15,43.78,3.16,16,43,C,12
9075,2146.45,34875,219.54,6.3,44.12,3.16,16,5,B,12
9076,4690.1,118221,191.13,8.68,82.99,3.48,33,45,B,7
9077,62.5,39910,126.38,7.97,48.33,2.94,25,44,C,4
9078,11701.46,203819,138.83,7.99,53.44,4.15,22,19,A,10
9079,27894.59,203007,191.96,8.82,33.0,3.1,4,32,A,2
9080,2341.74,70713,194.11,8.62,54.56,3.54,33,7,B,8
9081,3387.99,123737,136.24,7.81,67.63,3.88,42,15,B,9
9082,9978.16,140167,220.7,7.06,57.16,3.67,22,21,B,3
9083,4586.88,70713,192.83,8.6,36.16,3.83,32,7,B,5
9084,317.84,39910,215.12,8.18,78.35,3.44,3,36,A,9
9085,79.65,93188,126.11,6.64,54.94,2.82,51,17,B,6
9086,2637.17,125833,222.88,6.05,47.31,3.16,96,9,B,12
9087,8106.19,118221,181.68,8.9,53.47,2.9,22,45,B,4
9088,1819.17,204184,142.94,8.0,55.4,4.19,56,27,A,10
9089,27587.11,203007,189.42,8.96,66.69,2.7,4,32,A,6
9090,4621.63,39910,126.18,7.97,57.71,2.95,80,44,C,5
9091,84.72,39910,130.72,5.41,80.42,3.54,85,44,C,7
9092,15228.1,158114,129.43,10.64,64.94,3.53,82,34,A,9
9093,11596.18,42988,221.59,6.56,91.57,3.42,8,30,C,8
9094,4415.0,126512,131.13,7.38,80.11,4.09,58,10,B,4
9095,40.0,39690,126.28,9.0,77.04,2.92,25,42,C,10
9096,3397.32,123737,137.8,8.15,40.01,4.14,71,15,B,4
9097,17412.64,219622,126.11,7.95,78.94,2.8,55,13,A,7
9098,2172.53,34875,211.8,6.57,39.81,2.55,17,5,B,2
9099,2696.97,126512,126.98,9.0,57.06,3.24,36,10,B,12
9100,171.15,120653,135.78,8.89,74.36,3.83,59,18,B,7
9101,4372.01,70713,195.72,8.51,29.53,3.48,32,7,B,11
9102,19580.01,202505,223.92,5.67,83.58,3.64,74,6,A,8
9103,11466.06,151315,211.22,7.79,80.91,2.67,55,1,A,7
9104,27359.45,207499,225.25,6.66,81.67,3.5,34,11,A,6
9105,3557.75,155078,216.63,6.26,50.64,3.04,52,8,A,2
9106,7832.45,119557,136.62,8.43,68.6,2.72,29,22,B,9
